CID,IUPACName,IsomericSMILES,MolecularFormula,MolecularWeight,HBondDonorCount,HBondAcceptorCount,Synonym
155535881,"3-[4-hydroxy-3-(hydroxymethyl)butyl]-6-[4-(trifluoromethyl)phenyl]-5H-imidazo[1,2-a]purin-9-one",C1=CC(=CC=C1C2=CN3C(=O)C4=C(N=C3N2)N(C=N4)CCC(CO)CO)C(F)(F)F,C19H18F3N5O3,421.4,3,8,['CHEMBL4472636']
492111,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-pentylfuro[2,3-d]pyrimidin-2-one",CCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C16H22N2O5,322.36,2,5,"['CHEMBL3143047', '3-(4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-pentyl-3H-furo[2,3-d]pyrimidin-2-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-pentyl-furo[2,3-d]pyrimidin-2-one']"
492113,"6-heptyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C18H26N2O5,350.4,2,5,"['Cf1398', 'CHEMBL3143033', '6-Heptyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-heptyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
492105,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-oct-7-enylfuro[2,3-d]pyrimidin-2-one",C=CCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C19H26N2O5,362.4,2,5,"['Cf1658', 'CHEMBL3143037', '3-(4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-oct-7-enyl-3H-furo[2,3-d]pyrimidin-2-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-oct-7-enyl-furo[2,3-d]pyrimidin-2-one']"
492115,"6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C21H32N2O5,392.5,2,5,"['Cf1369', '6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one', 'SCHEMBL947497', 'CHEMBL144817', '6-Decyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-Decyl-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one']"
492112,"6-hexyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C17H24N2O5,336.4,2,5,"['Cf1382', 'CHEMBL3143032', '6-Hexyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-hexyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
492114,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-octylfuro[2,3-d]pyrimidin-2-one",CCCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C19H28N2O5,364.4,2,5,"['CF-1368', 'K647SW1D14', 'UNII-K647SW1D14', '215668-64-7', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-octylfuro[2,3-d]pyrimidin-2-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-octyl-furo[2,3-d]pyrimidin-2-one', 'FURO(2,3-d)pyrimidin-2(3H)-one, 3-(2-deoxy-beta-D-erythro-pentofuranosyl)-6-octyl-', 'CHEMBL147871', 'Cf1368', 'Q27282005', '3-(4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-octyl-3H-furo[2,3-d]pyrimidin-2-one', '3-((2R,4S,5R)-4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-octyl-3H-furo[2,3-d]pyrimidin-2-one', 'FURO(2,3-D)PYRIMIDIN-2(3H)-ONE, 3-(2-DEOXY-.BETA.-D-ERYTHRO-PENTOFURANOSYL)-6-OCTYL-']"
492115,"6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C21H32N2O5,392.5,2,5,"['Cf1369', '6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one', 'SCHEMBL947497', 'CHEMBL144817', '6-Decyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-Decyl-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one']"
492114,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-octylfuro[2,3-d]pyrimidin-2-one",CCCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C19H28N2O5,364.4,2,5,"['CF-1368', 'K647SW1D14', 'UNII-K647SW1D14', '215668-64-7', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-octylfuro[2,3-d]pyrimidin-2-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-octyl-furo[2,3-d]pyrimidin-2-one', 'FURO(2,3-d)pyrimidin-2(3H)-one, 3-(2-deoxy-beta-D-erythro-pentofuranosyl)-6-octyl-', 'CHEMBL147871', 'Cf1368', 'Q27282005', '3-(4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-octyl-3H-furo[2,3-d]pyrimidin-2-one', '3-((2R,4S,5R)-4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-octyl-3H-furo[2,3-d]pyrimidin-2-one', 'FURO(2,3-D)PYRIMIDIN-2(3H)-ONE, 3-(2-DEOXY-.BETA.-D-ERYTHRO-PENTOFURANOSYL)-6-OCTYL-']"
492111,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-pentylfuro[2,3-d]pyrimidin-2-one",CCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C16H22N2O5,322.36,2,5,"['CHEMBL3143047', '3-(4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-pentyl-3H-furo[2,3-d]pyrimidin-2-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-pentyl-furo[2,3-d]pyrimidin-2-one']"
492113,"6-heptyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C18H26N2O5,350.4,2,5,"['Cf1398', 'CHEMBL3143033', '6-Heptyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-heptyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
492112,"6-hexyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C17H24N2O5,336.4,2,5,"['Cf1382', 'CHEMBL3143032', '6-Hexyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-hexyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
513144,"6-[9-(4-chlorobutoxy)nonyl]-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",C1[C@@H]([C@H](O[C@H]1N2C=C3C=C(OC3=NC2=O)CCCCCCCCCOCCCCCl)CO)O,C24H37ClN2O6,485.0,2,6,"['CHEMBL3143167', '6-[9-(4-chlorobutoxy)nonyl]-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
492111,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-pentylfuro[2,3-d]pyrimidin-2-one",CCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C16H22N2O5,322.36,2,5,"['CHEMBL3143047', '3-(4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-pentyl-3H-furo[2,3-d]pyrimidin-2-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-pentyl-furo[2,3-d]pyrimidin-2-one']"
492112,"6-hexyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C17H24N2O5,336.4,2,5,"['Cf1382', 'CHEMBL3143032', '6-Hexyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-hexyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
492111,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-pentylfuro[2,3-d]pyrimidin-2-one",CCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C16H22N2O5,322.36,2,5,"['CHEMBL3143047', '3-(4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-pentyl-3H-furo[2,3-d]pyrimidin-2-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-pentyl-furo[2,3-d]pyrimidin-2-one']"
492112,"6-hexyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C17H24N2O5,336.4,2,5,"['Cf1382', 'CHEMBL3143032', '6-Hexyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-hexyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
493475,"6-dodecyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C23H36N2O5,420.5,2,5,"['Cf1449', 'CHEMBL3143164', '6-Dodecyl-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-dodecyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
493474,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-undecylfuro[2,3-d]pyrimidin-2-one",CCCCCCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C22H34N2O5,406.5,2,5,"['Cf1717', 'CHEMBL3143162', '3-((2R,4S,5R)-4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-undecyl-3H-furo[2,3-d]pyrimidin-2-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-undecyl-furo[2,3-d]pyrimidin-2-one']"
492113,"6-heptyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C18H26N2O5,350.4,2,5,"['Cf1398', 'CHEMBL3143033', '6-Heptyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-heptyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
492114,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-octylfuro[2,3-d]pyrimidin-2-one",CCCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C19H28N2O5,364.4,2,5,"['CF-1368', 'K647SW1D14', 'UNII-K647SW1D14', '215668-64-7', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-octylfuro[2,3-d]pyrimidin-2-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-octyl-furo[2,3-d]pyrimidin-2-one', 'FURO(2,3-d)pyrimidin-2(3H)-one, 3-(2-deoxy-beta-D-erythro-pentofuranosyl)-6-octyl-', 'CHEMBL147871', 'Cf1368', 'Q27282005', '3-(4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-octyl-3H-furo[2,3-d]pyrimidin-2-one', '3-((2R,4S,5R)-4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-octyl-3H-furo[2,3-d]pyrimidin-2-one', 'FURO(2,3-D)PYRIMIDIN-2(3H)-ONE, 3-(2-DEOXY-.BETA.-D-ERYTHRO-PENTOFURANOSYL)-6-OCTYL-']"
492115,"6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C21H32N2O5,392.5,2,5,"['Cf1369', '6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one', 'SCHEMBL947497', 'CHEMBL144817', '6-Decyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-Decyl-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one']"
492114,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-octylfuro[2,3-d]pyrimidin-2-one",CCCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C19H28N2O5,364.4,2,5,"['CF-1368', 'K647SW1D14', 'UNII-K647SW1D14', '215668-64-7', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-octylfuro[2,3-d]pyrimidin-2-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-octyl-furo[2,3-d]pyrimidin-2-one', 'FURO(2,3-d)pyrimidin-2(3H)-one, 3-(2-deoxy-beta-D-erythro-pentofuranosyl)-6-octyl-', 'CHEMBL147871', 'Cf1368', 'Q27282005', '3-(4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-octyl-3H-furo[2,3-d]pyrimidin-2-one', '3-((2R,4S,5R)-4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-octyl-3H-furo[2,3-d]pyrimidin-2-one', 'FURO(2,3-D)PYRIMIDIN-2(3H)-ONE, 3-(2-DEOXY-.BETA.-D-ERYTHRO-PENTOFURANOSYL)-6-OCTYL-']"
492113,"6-heptyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C18H26N2O5,350.4,2,5,"['Cf1398', 'CHEMBL3143033', '6-Heptyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-heptyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
493474,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-undecylfuro[2,3-d]pyrimidin-2-one",CCCCCCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C22H34N2O5,406.5,2,5,"['Cf1717', 'CHEMBL3143162', '3-((2R,4S,5R)-4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-undecyl-3H-furo[2,3-d]pyrimidin-2-one', '3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-undecyl-furo[2,3-d]pyrimidin-2-one']"
492115,"6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C21H32N2O5,392.5,2,5,"['Cf1369', '6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one', 'SCHEMBL947497', 'CHEMBL144817', '6-Decyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-Decyl-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one']"
446727,"5-[(E)-2-bromoethenyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione",C1[C@@H]([C@H](O[C@H]1N2C=C(C(=O)NC2=O)/C=C/Br)CO)O,C11H13BrN2O5,333.13,3,5,"['Brivudine', '69304-47-8', 'BVDU', ""(E)-5-(2-Bromovinyl)-2'-deoxyuridine"", 'Brivudin', 'Helpin', 'Zostex', 'Bromovinyldeoxyuridine', 'Brivudine [INN]', '5-BROMOVINYLDEOXYURIDINE', '(E)-5-(2-Bromovinyl)-deoxyuridine', 'RP101', 'RP-101', 'DTXSID0045755', 'Brivudine (INN)', 'NSC-633770', '5-((E)-2-bromovinyl)-1-((2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl)pyrimidine-2,4(1H,3H)-dione', 'NCGC00093656-01', '2M3055079H', '5-[(E)-2-bromoethenyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]-1,2,3,4-tetrahydropyrimidine-2,4-dione', 'C11H13BrN2O5', 'Brivudinum', 'Brivudina', 'Brivudinum [INN-Latin]', 'Brivudina [INN-Spanish]', 'MFCD00058585', 'BVD', 'CCRIS 2831', ""Uridine, 5-[(1E)-2-bromoethenyl]-2'-deoxy-"", 'NSC 633770', ""trans-5-(2-Bromovinyl)-2'-deoxyuridine"", 'Bridic', 'Brivox', 'Zerpex', 'BrVdUrd', 'NSC633770', 'UNII-2M3055079H', ""Uridine, 5-(2-bromoethenyl)-2'-deoxy-, (E)-"", 'BV-dUrd', 'Zostex (TN)', 'BRIVUDINE [MI]', 'BRIVUDINE [MART.]', 'BRIVUDINE [WHO-DD]', ""Uridine, 5-(2-bromovinyl)-2'-deoxy-, (E)-"", 'Lopac0_000175', 'SCHEMBL99350', 'CHEMBL31634', 'SCHEMBL141408', '(E)-5-(2-Bromovinyl)-dUrd', 'DTXCID8025755', 'ODZBBRURCPAEIQ-PIXDULNESA-N', 'Tox21_111213', 'BDBM50366681', 's5009', 'UA-618', 'ZB0745', ""e-5-(2-bromovinyl)-2'-deoxyuridine"", 'AKOS015833980', 'CCG-204270', 'CS-6292', 'DB03312', 'LP00175', 'SDCCGSBI-0050163.P002', 'NCGC00093656-02', '5-[(E)-2-bromoethenyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione', '5-[(E)-2-bromovinyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]pyrimidine-2,4-dione', 'AS-35234', 'BP-58637', 'HY-13578', ""5-[(E)-2-bromoethenyl]-2'-deoxyuridine"", 'CAS-69304-47-8', 'A-176', 'B3404', 'EU-0100175', 'B 9647', 'D07249', ""5-((E)-2-BROMOVINYL)-2'-DEOXYURIDINE"", 'EN300-7413261', 'Q904107', 'SR-01000075726', 'J-700153', 'SR-01000075726-1', 'Bromovinyldeoxyuridine; 5-[(E)-2-Bromoethenyl]-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione']"
493483,"6-(4-ethylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCC1=CC=C(C=C1)C2=CC3=CN(C(=O)N=C3O2)[C@H]4C[C@@H]([C@H](O4)CO)O,C19H20N2O5,356.4,2,5,"['Cf1836', 'CHEMBL342980', '6-(4-Ethyl-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-(4-ethylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
11438492,"5-bromo-1-[(1S,2S,4S,5R)-4-hydroxy-5-(hydroxymethyl)-2-bicyclo[3.1.0]hexanyl]pyrimidine-2,4-dione",C1[C@@H]([C@H]2C[C@]2([C@H]1O)CO)N3C=C(C(=O)NC3=O)Br,C11H13BrN2O4,317.14,3,4,"['CHEMBL413063', 'BDBM50135087', '(1S,2S,4S,5R)-5-Bromo-1-[4-hydroxy-5-(hydroxymethyl)-bicyclo[3.1.0]hex-2-yl]-1,3-dihydropyrimidine-2,4-dione', '5-Bromo-1-((1R,3S,4S,6S)-4-hydroxy-5-hydroxymethyl-bicyclo[3.1.0]hex-2-yl)-1H-pyrimidine-2,4-dione', '5-Bromo-1-((1S,2S,4S,5R)-4-hydroxy-5-hydroxymethyl-bicyclo[3.1.0]hex-2-yl)-1H-pyrimidine-2,4-dione']"
492115,"6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C21H32N2O5,392.5,2,5,"['Cf1369', '6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one', 'SCHEMBL947497', 'CHEMBL144817', '6-Decyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-Decyl-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one']"
507244,"6-(4-bromophenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",C1[C@@H]([C@H](O[C@H]1N2C=C3C=C(OC3=NC2=O)C4=CC=C(C=C4)Br)CO)O,C17H15BrN2O5,407.2,2,5,"['CHEMBL359446', 'SCHEMBL12913112', '6-(4-Bromo-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-(4-bromophenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
507244,"6-(4-bromophenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",C1[C@@H]([C@H](O[C@H]1N2C=C3C=C(OC3=NC2=O)C4=CC=C(C=C4)Br)CO)O,C17H15BrN2O5,407.2,2,5,"['CHEMBL359446', 'SCHEMBL12913112', '6-(4-Bromo-phenyl)-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-(4-bromophenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one']"
492115,"6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]furo[2,3-d]pyrimidin-2-one",CCCCCCCCCCC1=CC2=CN(C(=O)N=C2O1)[C@H]3C[C@@H]([C@H](O3)CO)O,C21H32N2O5,392.5,2,5,"['Cf1369', '6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one', 'SCHEMBL947497', 'CHEMBL144817', '6-Decyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one', '6-Decyl-3-((2R,4S,5R)-4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one']"
