baid,acvalue,aid,sid,cid,geneid,pmid,aidtype,aidmdate,hasdrc,rnai,activity,protacxn,acname,acqualifier,aidsrcname,aidname,cmpdname,targetname,targeturl,ecs,repacxn,taxid,cellids,targettaxid,anatomyid,anatomy
366393307,49.5,1572733,440148533,155535881,NULL,30738653,Confirmatory,20220830,0,0,Unspecified,NULL,EC50,=,ChEMBL,Antiviral activity against Varicella-zoster virus Oka harboring thymidine kinase infected in HEL cells assessed as reduction in virus plaque formation,"3-[4-hydroxy-3-(hydroxymethyl)butyl]-6-[4-(trifluoromethyl)phenyl]-5H-imidazo[1,2-a]purin-9-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99647327,50,216464,242582559,492111,NULL,11212118,Confirmatory,20180930,0,0,Unspecified,NULL,EC50,>,ChEMBL,Effective concentration required for reduction of plaque formation of thymidine kinase deficient Varicella-Zoster Virus (YSR strain),"3-(4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-pentyl-3H-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99647328,50,216464,242582545,492113,NULL,11212118,Confirmatory,20180930,0,0,Unspecified,NULL,EC50,>,ChEMBL,Effective concentration required for reduction of plaque formation of thymidine kinase deficient Varicella-Zoster Virus (YSR strain),"6-Heptyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99647330,50,216464,242582549,492105,NULL,11212118,Confirmatory,20180930,0,0,Unspecified,NULL,EC50,>,ChEMBL,Effective concentration required for reduction of plaque formation of thymidine kinase deficient Varicella-Zoster Virus (YSR strain),"3-(4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-oct-7-enyl-3H-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99647333,50,216464,103389865,492115,NULL,11212118,Confirmatory,20180930,0,0,Unspecified,NULL,EC50,>,ChEMBL,Effective concentration required for reduction of plaque formation of thymidine kinase deficient Varicella-Zoster Virus (YSR strain),"6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99647335,50,216464,242582544,492112,NULL,11212118,Confirmatory,20180930,0,0,Unspecified,NULL,EC50,>,ChEMBL,Effective concentration required for reduction of plaque formation of thymidine kinase deficient Varicella-Zoster Virus (YSR strain),"6-Hexyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99647339,50,216464,103390365,492114,NULL,11212118,Confirmatory,20180930,0,0,Unspecified,NULL,EC50,>,ChEMBL,Effective concentration required for reduction of plaque formation of thymidine kinase deficient Varicella-Zoster Virus (YSR strain),"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-octyl-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99647519,50,216463,103389865,492115,NULL,11212118,Confirmatory,20180930,0,0,Unspecified,NULL,EC50,>,ChEMBL,Effective concentration required for reduction of plaque formation of thymidine kinase deficient Varicella-Zoster Virus (071 strain),"6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99647521,50,216463,103390365,492114,NULL,11212118,Confirmatory,20180930,0,0,Unspecified,NULL,EC50,>,ChEMBL,Effective concentration required for reduction of plaque formation of thymidine kinase deficient Varicella-Zoster Virus (071 strain),"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-octyl-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99647524,50,216463,242582559,492111,NULL,11212118,Confirmatory,20180930,0,0,Unspecified,NULL,EC50,>,ChEMBL,Effective concentration required for reduction of plaque formation of thymidine kinase deficient Varicella-Zoster Virus (071 strain),"3-(4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-pentyl-3H-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99647526,50,216463,242582545,492113,NULL,11212118,Confirmatory,20180930,0,0,Unspecified,NULL,EC50,>,ChEMBL,Effective concentration required for reduction of plaque formation of thymidine kinase deficient Varicella-Zoster Virus (071 strain),"6-Heptyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99647527,50,216463,242582544,492112,NULL,11212118,Confirmatory,20180930,0,0,Unspecified,NULL,EC50,>,ChEMBL,Effective concentration required for reduction of plaque formation of thymidine kinase deficient Varicella-Zoster Virus (071 strain),"6-Hexyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99667526,50,218492,242582679,513144,NULL,14643358,Confirmatory,20181001,0,0,Unspecified,NULL,EC50,>=,ChEMBL,Antiviral activity evaluated against thymidine kinase deficient(TK-) Varicella Zoster virus (YS),"6-[9-(4-chlorobutoxy)nonyl]-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99980713,50,216298,242582559,492111,NULL,10579812,Confirmatory,20181016,0,0,Unspecified,NULL,EC50,>,ChEMBL,Compound was evaluated for the inhibition of VZV (TK-) thymidine kinase-deficient strain 07,"3-(4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-pentyl-3H-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99980714,50,216298,242582544,492112,NULL,10579812,Confirmatory,20181016,0,0,Unspecified,NULL,EC50,>,ChEMBL,Compound was evaluated for the inhibition of VZV (TK-) thymidine kinase-deficient strain 07,"6-Hexyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99980715,50,216299,242582559,492111,NULL,10579812,Confirmatory,20181016,0,0,Unspecified,NULL,EC50,>,ChEMBL,Compound was evaluated for the inhibition of VZV (TK-) thymidine kinase-deficient strain YS-R,"3-(4-Hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-6-pentyl-3H-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99980716,50,216299,242582544,492112,NULL,10579812,Confirmatory,20181016,0,0,Unspecified,NULL,EC50,>,ChEMBL,Compound was evaluated for the inhibition of VZV (TK-) thymidine kinase-deficient strain YS-R,"6-Hexyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99980755,50,216300,242582676,493475,NULL,10579812,Confirmatory,20181016,0,0,Unspecified,NULL,EC50,>,ChEMBL,Compound was evaluated for the inhibition of VZV (TK-) thymidine kinases Strain 07,"6-dodecyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99980757,50,216300,242582674,493474,NULL,10579812,Confirmatory,20181016,0,0,Unspecified,NULL,EC50,>,ChEMBL,Compound was evaluated for the inhibition of VZV (TK-) thymidine kinases Strain 07,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-undecyl-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99980758,50,216300,242582545,492113,NULL,10579812,Confirmatory,20181016,0,0,Unspecified,NULL,EC50,>,ChEMBL,Compound was evaluated for the inhibition of VZV (TK-) thymidine kinases Strain 07,"6-Heptyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99980759,50,216300,103390365,492114,NULL,10579812,Confirmatory,20181016,0,0,Unspecified,NULL,EC50,>,ChEMBL,Compound was evaluated for the inhibition of VZV (TK-) thymidine kinases Strain 07,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-octyl-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99980760,50,216300,103389865,492115,NULL,10579812,Confirmatory,20181016,0,0,Unspecified,NULL,EC50,>,ChEMBL,Compound was evaluated for the inhibition of VZV (TK-) thymidine kinases Strain 07,"6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99981162,50,216301,103390365,492114,NULL,10579812,Confirmatory,20181016,0,0,Unspecified,NULL,EC50,>,ChEMBL,Compound was evaluated for the inhibition of VZV (TK-) thymidine kinases Strain YS-R,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-octyl-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99981164,50,216301,242582545,492113,NULL,10579812,Confirmatory,20181016,0,0,Unspecified,NULL,EC50,>,ChEMBL,Compound was evaluated for the inhibition of VZV (TK-) thymidine kinases Strain YS-R,"6-Heptyl-3-(4-hydroxy-5-hydroxymethyl-tetrahydro-furan-2-yl)-3H-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99981165,50,216301,242582674,493474,NULL,10579812,Confirmatory,20181016,0,0,Unspecified,NULL,EC50,>,ChEMBL,Compound was evaluated for the inhibition of VZV (TK-) thymidine kinases Strain YS-R,"3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-undecyl-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99981166,50,216301,103389865,492115,NULL,10579812,Confirmatory,20181016,0,0,Unspecified,NULL,EC50,>,ChEMBL,Compound was evaluated for the inhibition of VZV (TK-) thymidine kinases Strain YS-R,"6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99985947,50,217496,103202903,446727,NULL,10891113,Confirmatory,20181016,0,0,Unspecified,NULL,EC50,>,ChEMBL,The effective concentration to show 50% of activity was measured on varicella zoster virus(Ellen) cell culture,Brivudine,Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
99991782,50,217664,103389982,493483,NULL,11150169,Confirmatory,20181016,0,0,Unspecified,NULL,EC50,>,ChEMBL,"Evaluated for the anti-VZV, the concentration of compounds in uM required to reduce VZV TK -07 ( thymidine kinase-deficient strain ) plaque formation after 5 days in HEL cell cultures compared to untreated controls.","6-(4-ethylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100033129,50,151172,103391811,11438492,NULL,14584954,Confirmatory,20181018,0,0,Unspecified,NULL,MCC,>,ChEMBL,Minimum cytotoxic concentration that causes alterations of VZV infected Osteosarcoma cell morphology,"5-Bromo-1-((1R,3S,4S,6S)-4-hydroxy-5-hydroxymethyl-bicyclo[3.1.0]hex-2-yl)-1H-pyrimidine-2,4-dione",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100155431,50,217806,103389865,492115,NULL,11150169,Confirmatory,20200703,0,0,Unspecified,NULL,EC50,>,ChEMBL,"Evaluated for the anti-VZV, the concentration of compounds in uM required to reduce VZVTK-YS-R ( thymidine kinase-deficient strain ) plaque formation after 5 days in HEL cell cultures compared to untreated controls.","6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100155433,50,217806,103390388,507244,NULL,11150169,Confirmatory,20200703,0,0,Unspecified,NULL,EC50,>,ChEMBL,"Evaluated for the anti-VZV, the concentration of compounds in uM required to reduce VZVTK-YS-R ( thymidine kinase-deficient strain ) plaque formation after 5 days in HEL cell cultures compared to untreated controls.","6-(4-bromophenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100155439,50,217665,103390388,507244,NULL,11150169,Confirmatory,20200703,0,0,Unspecified,NULL,EC50,>,ChEMBL,"Evaluated for the anti-VZV, the concentration of compounds in uM required to reduce VZVTK-07 ( thymidine kinase-deficient strain ) plaque formation after 5 days in HEL cell cultures compared to untreated controls.","6-(4-bromophenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100155441,50,217665,103389865,492115,NULL,11150169,Confirmatory,20200703,0,0,Unspecified,NULL,EC50,>,ChEMBL,"Evaluated for the anti-VZV, the concentration of compounds in uM required to reduce VZVTK-07 ( thymidine kinase-deficient strain ) plaque formation after 5 days in HEL cell cultures compared to untreated controls.","6-decyl-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100155447,50,217665,103390412,507243,NULL,11150169,Confirmatory,20200703,0,0,Unspecified,NULL,EC50,>,ChEMBL,"Evaluated for the anti-VZV, the concentration of compounds in uM required to reduce VZVTK-07 ( thymidine kinase-deficient strain ) plaque formation after 5 days in HEL cell cultures compared to untreated controls.","6-(4-chlorophenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100155449,50,217665,103389896,493482,NULL,11150169,Confirmatory,20200703,0,0,Unspecified,NULL,EC50,>,ChEMBL,"Evaluated for the anti-VZV, the concentration of compounds in uM required to reduce VZVTK-07 ( thymidine kinase-deficient strain ) plaque formation after 5 days in HEL cell cultures compared to untreated controls.","3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-(4-propylphenyl)furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100155579,50,217806,103389982,493483,NULL,11150169,Confirmatory,20200703,0,0,Unspecified,NULL,EC50,>,ChEMBL,"Evaluated for the anti-VZV, the concentration of compounds in uM required to reduce VZVTK-YS-R ( thymidine kinase-deficient strain ) plaque formation after 5 days in HEL cell cultures compared to untreated controls.","6-(4-ethylphenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100155586,50,217806,103390365,492114,NULL,11150169,Confirmatory,20200703,0,0,Unspecified,NULL,EC50,>,ChEMBL,"Evaluated for the anti-VZV, the concentration of compounds in uM required to reduce VZVTK-YS-R ( thymidine kinase-deficient strain ) plaque formation after 5 days in HEL cell cultures compared to untreated controls.","3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-octyl-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100155588,50,217806,103390412,507243,NULL,11150169,Confirmatory,20200703,0,0,Unspecified,NULL,EC50,>,ChEMBL,"Evaluated for the anti-VZV, the concentration of compounds in uM required to reduce VZVTK-YS-R ( thymidine kinase-deficient strain ) plaque formation after 5 days in HEL cell cultures compared to untreated controls.","6-(4-chlorophenyl)-3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100156091,50,217665,103390365,492114,NULL,11150169,Confirmatory,20200703,0,0,Unspecified,NULL,EC50,>,ChEMBL,"Evaluated for the anti-VZV, the concentration of compounds in uM required to reduce VZVTK-07 ( thymidine kinase-deficient strain ) plaque formation after 5 days in HEL cell cultures compared to untreated controls.","3-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]-6-octyl-furo[2,3-d]pyrimidin-2-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,1,10335,NULL,NULL
100334213,50,217497,164138876,6474728,NULL,10891113,Confirmatory,20220830,0,0,Unspecified,NULL,EC50,>,ChEMBL,Effective concentration to show 50% of activity was measured on varicella zoster virus(VZV) cell culture,"5-[(E)-2-bromovinyl]-1-[(2S,3R,4S,5S)-3-fluoro-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]pyrimidine-2,4-dione",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100334217,50,217497,160692157,667554,NULL,10891113,Confirmatory,20220830,0,0,Unspecified,NULL,EC50,>,ChEMBL,Effective concentration to show 50% of activity was measured on varicella zoster virus(VZV) cell culture,"5-[(E)-2-bromovinyl]-1-[(2S,3R,4R,5S)-3,4-dihydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]pyrimidine-2,4-dione",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100334226,50,217497,164133221,6474729,NULL,10891113,Confirmatory,20220830,0,0,Unspecified,NULL,EC50,>,ChEMBL,Effective concentration to show 50% of activity was measured on varicella zoster virus(VZV) cell culture,"5-[(E)-2-bromovinyl]-1-[(2S,3S,4S,5S)-3-fluoro-4-hydroxy-5-(hydroxymethyl)tetrahydrofuran-2-yl]pyrimidine-2,4-dione",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100336933,50,81226,103326152,480976,NULL,10966745,Confirmatory,20220830,0,0,Unspecified,NULL,IC50,>,ChEMBL,In vitro inhibition of Thymidine Kinase-Varicella Zoster Virus(YS) plaque formation.,"1-[(3-Chlorophenyl)methyl]-3-benzylbenzo[d]1,2,6-thiadiazine-2,2,4-trione",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100336935,50,81226,103331566,480977,NULL,10966745,Confirmatory,20220830,0,0,Unspecified,NULL,IC50,>,ChEMBL,In vitro inhibition of Thymidine Kinase-Varicella Zoster Virus(YS) plaque formation.,"1-[(3,4-Dichlorophenyl)methyl]-3-benzylbenzo[d]1,2,6-thiadiazine-2,2,4-trione",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100336938,50,81226,103326271,480973,NULL,10966745,Confirmatory,20220830,0,0,Unspecified,NULL,IC50,>,ChEMBL,In vitro inhibition of Thymidine Kinase-Varicella Zoster Virus(YS) plaque formation.,"1-[(2-Chlorophenyl)methyl]-3-(benzyloxymethyl)-2,1,3-benzothiadiazin-4-one 2,2-Dioxide",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100336942,50,81226,103325931,480970,NULL,10966745,Confirmatory,20220830,0,0,Unspecified,NULL,IC50,>,ChEMBL,In vitro inhibition of Thymidine Kinase-Varicella Zoster Virus(YS) plaque formation.,"1,3-Di(benzyloxymethyl)-2,1,3-benzothiadiazin-4-one 2,2-Dioxide",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100336993,50,81227,103326143,480978,NULL,10966745,Confirmatory,20220830,0,0,Unspecified,NULL,IC50,>,ChEMBL,In vitro inhibition of Thymidine Kinase-Varicella-Zoster Virus(OKA) plaque formation.,"1-Benzyl-3-[(2-chlorophenyl)methyl]-2,2-dioxo-2$l^{6},1,3-benzothiadiazin-4-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100336995,50,81227,103326235,480972,NULL,10966745,Confirmatory,20220830,0,0,Unspecified,NULL,IC50,>,ChEMBL,In vitro inhibition of Thymidine Kinase-Varicella-Zoster Virus(OKA) plaque formation.,"1-Benzyl-4-(benzyloxy)-2,1,3-benzothiadiazine 2,2-Dioxide",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100336996,50,81227,103326114,480981,NULL,10966745,Confirmatory,20220830,0,0,Unspecified,NULL,IC50,>,ChEMBL,In vitro inhibition of Thymidine Kinase-Varicella-Zoster Virus(OKA) plaque formation.,"1,3-Bis[(2-chlorophenyl)methyl]-2,2-dioxo-2$l^{6},1,3-benzothiadiazin-4-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100337004,50,81227,103331540,480983,NULL,10966745,Confirmatory,20220830,0,0,Unspecified,NULL,IC50,>,ChEMBL,In vitro inhibition of Thymidine Kinase-Varicella-Zoster Virus(OKA) plaque formation.,"1-[(3,4-Dichlorophenyl)methyl]-4-(benzyloxy)-2,1,3-benzothiadiazine 2,2-Dioxide",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100337005,50,81227,103326152,480976,NULL,10966745,Confirmatory,20220830,0,0,Unspecified,NULL,IC50,>,ChEMBL,In vitro inhibition of Thymidine Kinase-Varicella-Zoster Virus(OKA) plaque formation.,"1-[(3-Chlorophenyl)methyl]-3-benzylbenzo[d]1,2,6-thiadiazine-2,2,4-trione",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100337330,50,81221,103326143,480978,NULL,10966745,Confirmatory,20220830,0,0,Unspecified,NULL,IC50,>,ChEMBL,In vitro inhibition of Thymidine Kinase deficient Varicella Zoster Virus (07/1) plaque formation.,"1-Benzyl-3-[(2-chlorophenyl)methyl]-2,2-dioxo-2$l^{6},1,3-benzothiadiazin-4-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100337331,50,81221,103326114,480981,NULL,10966745,Confirmatory,20220830,0,0,Unspecified,NULL,IC50,>,ChEMBL,In vitro inhibition of Thymidine Kinase deficient Varicella Zoster Virus (07/1) plaque formation.,"1,3-Bis[(2-chlorophenyl)methyl]-2,2-dioxo-2$l^{6},1,3-benzothiadiazin-4-one",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100337333,50,81221,103326271,480973,NULL,10966745,Confirmatory,20220830,0,0,Unspecified,NULL,IC50,>,ChEMBL,In vitro inhibition of Thymidine Kinase deficient Varicella Zoster Virus (07/1) plaque formation.,"1-[(2-Chlorophenyl)methyl]-3-(benzyloxymethyl)-2,1,3-benzothiadiazin-4-one 2,2-Dioxide",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100337335,50,81221,103331540,480983,NULL,10966745,Confirmatory,20220830,0,0,Unspecified,NULL,IC50,>,ChEMBL,In vitro inhibition of Thymidine Kinase deficient Varicella Zoster Virus (07/1) plaque formation.,"1-[(3,4-Dichlorophenyl)methyl]-4-(benzyloxy)-2,1,3-benzothiadiazine 2,2-Dioxide",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
100337340,50,81221,103325931,480970,NULL,10966745,Confirmatory,20220830,0,0,Unspecified,NULL,IC50,>,ChEMBL,In vitro inhibition of Thymidine Kinase deficient Varicella Zoster Virus (07/1) plaque formation.,"1,3-Di(benzyloxymethyl)-2,1,3-benzothiadiazin-4-one 2,2-Dioxide",Human alphaherpesvirus 3 (Varicella-zoster virus),/taxonomy/10335,NULL,NULL,NULL,NULL,10335,NULL,NULL
