CID,IUPACName,IsomericSMILES,MolecularFormula,MolecularWeight,HBondDonorCount,HBondAcceptorCount,Synonym
138704527,"4-(1,3-benzothiazol-2-ylamino)-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2=NC3=CC=CC=C3S2)C4=CC=C5N4N=CC(=C5)C#N)F)O,C26H22FN7O2S,515.6,3,9,"['SCHEMBL21080557', 'BDBM407435', 'US10336762, Compound 377', '(R)-4-(benzo[d]thiazol-2- ylamino)-6-(3-cyano- pyrrolo[1,2-b]pyridazin- 7-yl)-N-(2-fluoro-3- hydroxy-3-methylbutyl) nicotinamide']"
138704222,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[(6-oxopiperidin-3-yl)amino]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2CCC(=O)NC2)C3=CC=C4N3N=CC(=C4)C#N)F)O,C24H26FN7O3,479.5,4,8,"['SCHEMBL21080231', 'BDBM407425', 'US10336762, Compound 367', 'US10336762, Compound 368', '6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-((R)- 2-fluoro-3-hydroxy-3- methylbutyl)-4-((6- oxopiperidin-3- yl)amino)nicotinamide']"
138704743,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-(3-hydroxy-3-methyl-2-oxobutyl)-4-(propan-2-ylamino)pyridine-3-carboxamide",CC(C)NC1=CC(=NC=C1C(=O)NCC(=O)C(C)(C)O)C2=CC=C3N2N=CC(=C3)C#N,C22H24N6O3,420.5,3,7,"['SCHEMBL21080777', 'BDBM407390', 'US10336762, Compound 332', '6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-(3- hydroxy-3-methyl-2- oxobutyl)-4-(isopropyl- amino)nicotinamide']"
138704803,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[(1-methylpyrazol-4-yl)amino]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2=CN(N=C2)C)C3=CC=C4N3N=CC(=C4)C#N)F)O,C23H23FN8O2,462.5,3,8,"['SCHEMBL21080841', 'BDBM407108', 'US10336762, Compound 47', 'US10336762, Compound 68', '(R)-6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2-fluoro- 3-hydroxy-3- methylbutyl)-4-((1-methyl- 1H-pyrazol- 4-yl)amino)nicotinamide']"
138704755,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-(methylamino)-3-oxopropyl]-4-[(4-hydroxy-1-bicyclo[2.2.2]octanyl)amino]pyridine-3-carboxamide",CNC(=O)[C@@H](CNC(=O)C1=CN=C(C=C1NC23CCC(CC2)(CC3)O)C4=CC=C5N4N=CC(=C5)C#N)F,C26H28FN7O3,505.5,4,8,"['SCHEMBL21080790', 'BDBM408000', 'US10336762, Compound 945', '(R)-6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-(2- fluoro-3-(methylamino)-3- oxopropyl)-4-((4- hydroxybicyclo[2.2.2] octan-1-yl)amino) nicotinamide']"
138704710,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[4-(1H-pyrazol-5-yl)anilino]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2=CC=C(C=C2)C3=CC=NN3)C4=CC=C5N4N=CC(=C5)C#N)F)O,C28H25FN8O2,524.5,4,8,"['SCHEMBL21080745', 'BDBM407236', 'US10336762, Compound 177', '(R)-4-((4-(1H-pyrazol-3- yl)phenyl)amino)-6-(3- cyanopyrrolo[1,2-b] pyridazin-7-yl)-N- (2-fluoro-3-hydroxy-3- methylbutyl)nicotinamide']"
138704817,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[(5-fluoropyrimidin-2-yl)amino]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2=NC=C(C=N2)F)C3=CC=C4N3N=CC(=C4)C#N)F)O,C23H20F2N8O2,478.5,3,10,"['SCHEMBL21080861', 'BDBM407642', 'US10336762, Compound 584', '(R)-6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-(2- fluoro-3-hydroxy-3- methylbutyl)-4-((5-fluoro- pyrimidin-2- yl)amino)nicotinamide']"
138704685,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-(pyrimidin-5-ylamino)pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2=CN=CN=C2)C3=CC=C4N3N=CC(=C4)C#N)F)O,C23H21FN8O2,460.5,3,9,"['SCHEMBL21080720', 'BDBM407204', 'US10336762, Compound 145', '(R)-6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2-fluoro- 3-hydroxy-3- methylbutyl)-4-(pyrimidin-5- ylamino)nicotinamide']"
138704630,"7-[5-[2-[2-(hydroxymethyl)cyclopropyl]acetyl]-4-(propan-2-ylamino)pyridin-2-yl]pyrrolo[1,2-b]pyridazine-3-carbonitrile",CC(C)NC1=CC(=NC=C1C(=O)CC2CC2CO)C3=CC=C4N3N=CC(=C4)C#N,C22H23N5O2,389.4,2,6,"['SCHEMBL21080663', 'BDBM407080', 'US10336762, Compound 19', '7-(5-(2-(2-(hydroxy- methyl)cyclopropyl) acetyl)-4-(isopropylamino) pyridin-2- yl)pyrrolo[1,2-b]pyridazine- 3-carbonitrile']"
138704613,"4-[[(1S,4S,5S)-2-azabicyclo[2.2.1]heptan-5-yl]amino]-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1N[C@H]2C[C@@H]3C[C@H]2CN3)C4=CC=C5N4N=CC(=C5)C#N)F)O,C25H28FN7O2,477.5,4,8,"['SCHEMBL21080646', 'BDBM407093', 'US10336762, Compound 32', '4-(((1S,4S,5S)-2- azabicyclo[2.2.1]heptan- 5-yl)amino)-6-(3-cyano- pyrrolo[1,2-b] pyridazin-7-yl)-N-((R)-2- fluoro-3-hydroxy-3- methylbutyl)nicotinamide']"
138704102,"[3-[[2-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-5-[[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]carbamoyl]pyridin-4-yl]amino]cyclobutyl]methyl N-cyclopropylcarbamate",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2CC(C2)COC(=O)NC3CC3)C4=CC=C5N4N=CC(=C5)C#N)F)O,C28H32FN7O4,549.6,4,9,"['SCHEMBL21080100', 'SCHEMBL21162150', 'BDBM407791', 'US10336762, Compound 735', '((1R,3r)-3-((2-(3-cyano- pyrrolo[1,2-b]pyridazin- 7-yl)-5-(((R)-2-fluoro-3- hydroxy-3-methylbutyl) carbamoyl)pyridin-4- yl)amino)cyclobutyl)methyl cyclopropylcarbamate']"
138704214,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-4-[(4-hydroxy-1-bicyclo[2.2.2]octanyl)amino]-N-(2-hydroxy-2-methylpropyl)pyridine-3-carboxamide",CC(C)(CNC(=O)C1=CN=C(C=C1NC23CCC(CC2)(CC3)O)C4=CC=C5N4N=CC(=C5)C#N)O,C26H30N6O3,474.6,4,7,"['SCHEMBL21080221', 'BDBM407809', 'US10336762, Compound 753', '6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2- hydroxy-2-methylpropyl)-4- ((4-hydroxybicyclo[2.2.2] octan-1-yl)amino) nicotinamide']"
138704177,"methyl (3R)-3-[[[2-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-5-[[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]carbamoyl]pyridin-4-yl]amino]methyl]morpholine-4-carboxylate",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC[C@@H]2COCCN2C(=O)OC)C3=CC=C4N3N=CC(=C4)C#N)F)O,C26H30FN7O5,539.6,3,10,"['SCHEMBL21080180', 'BDBM407973', 'US10336762, Compound 918', '(R)-methyl 3-(((2-(3-cyano- pyrrolo[1,2-b]pyridazin-7- yl)-5-(((R)-2-fluoro-3- hydroxy-3-methylbutyl) carbamoyl)pyridin-4- yl)amino)methyl)morpholine- 4-carboxylate']"
138704062,"4-[(3-carbamoyl-4,5,6,7-tetrahydro-1-benzothiophen-2-yl)amino]-6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2=C(C3=C(S2)CCCC3)C(=O)N)C4=CC=C5N4N=CC(=C5)C#N)F)O,C28H28FN7O3S,561.6,4,9,"['SCHEMBL21080060', 'BDBM407423', 'US10336762, Compound 365', '(R)-4-((3-carbamoyl- 4,5,6,7-tetrahydrobenzo[b] thiophen-2-yl)amino)-6-(3- cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2- fluoro-3-hydroxy-3- methylbutyl)nicotinamide']"
138704846,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[(1-piperidin-4-ylpyrazol-4-yl)amino]pyridine-3-carboxamide",CC(C)([C@@H](CNC(=O)C1=CN=C(C=C1NC2=CN(N=C2)C3CCNCC3)C4=CC=C5N4N=CC(=C5)C#N)F)O,C27H30FN9O2,531.6,4,9,"['SCHEMBL21080894', 'BDBM407295', 'US10336762, Compound 236', '(R)-6-(3-cyanopyrrolo[1,2-b] pyridazin-7-yl)-N-(2-fluoro- 3-hydroxy-3-methylbutyl)- 4-((1-(piperidin-4-yl)-1H- pyrazol-4-yl)amino) nicotinamide']"
138704026,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[[3-(difluoromethyl)oxetan-3-yl]methyl]-4-[(4-hydroxy-1-bicyclo[2.2.2]octanyl)amino]pyridine-3-carboxamide",C1CC2(CCC1(CC2)NC3=CC(=NC=C3C(=O)NCC4(COC4)C(F)F)C5=CC=C6N5N=CC(=C6)C#N)O,C27H28F2N6O3,522.5,3,9,"['SCHEMBL21080022', 'QSWLECUFSGTDNC-UHFFFAOYSA-N', 'BDBM407766', 'US10336762, Compound 710', '6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-((3- (difluoromethyl)oxetan-3- yl)methyl)-4-((4- hydroxybicyclo[2.2.2] octan-1-yl)amino) nicotinamide', '6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-((3-(difluoromethyl)oxetan-3-yl)methyl)-4-((4-hydroxybicyclo[2.2.2] octan-1-yl)amino) nicotinamide']"
138703984,"6-(3-cyanopyrrolo[1,2-b]pyridazin-7-yl)-N-[(2R)-2-fluoro-3-hydroxy-3-methylbutyl]-4-[[4-(3-fluoro-3-methylazetidine-1-carbonyl)-1-bicyclo[2.2.2]octanyl]amino]pyridine-3-carboxamide",CC1(CN(C1)C(=O)C23CCC(CC2)(CC3)NC4=CC(=NC=C4C(=O)NC[C@H](C(C)(C)O)F)C5=CC=C6N5N=CC(=C6)C#N)F,C32H37F2N7O3,605.7,3,9,"['SCHEMBL21079977', 'BDBM407452', 'US10336762, Compound 394', '(R)-6-(3-cyanopyrrolo[1,2- b]pyridazin-7-yl)-N-(2- fluoro-3-hydroxy-3- methylbutyl)-4-((4-(3- fluoro-3-methylazetidine-1- carbonyl)bicyclo[2.2.2] octan-1-yl)amino) nicotinamide']"
46198704,"(5R)-5-[(4-fluoro-5-methoxy-3-oxo-1H-isoindol-2-yl)methyl]-5-[2-(4-piperazin-1-ylphenyl)ethynyl]imidazolidine-2,4-dione",COC1=C(C2=C(CN(C2=O)C[C@@]3(C(=O)NC(=O)N3)C#CC4=CC=C(C=C4)N5CCNCC5)C=C1)F,C25H24FN5O4,477.5,3,7,"['CHEMBL3640324', 'SCHEMBL10131446', 'BDBM102651', 'US8541572, 1706']"
46200726,"N-cyclopropyl-1-[4-[2-[(4R)-4-[(4-fluoro-5-methoxy-3-oxo-1H-isoindol-2-yl)methyl]-2,5-dioxoimidazolidin-4-yl]ethynyl]phenyl]-5-oxopyrrolidine-2-carboxamide",COC1=C(C2=C(CN(C2=O)C[C@@]3(C(=O)NC(=O)N3)C#CC4=CC=C(C=C4)N5C(CCC5=O)C(=O)NC6CC6)C=C1)F,C29H26FN5O6,559.5,3,7,"['CHEMBL3640403', 'SCHEMBL10111496', 'BDBM102733', 'US8541572, 1904']"
2343881,1-(2-chlorophenyl)-3-[(7-chloroquinolin-4-yl)amino]thiourea,C1=CC=C(C(=C1)NC(=S)NNC2=C3C=CC(=CC3=NC=C2)Cl)Cl,C16H12Cl2N4S,363.3,3,3,"['MLS000416295', 'CHEMBL1464946', 'HMS2561M17', 'AKOS034377340', 'SMR000264195', 'Z45829378']"
164754,"(3S,6R,9S,12R,15S,18R)-4,10,16-trimethyl-3,6,9,12,15,18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone",CC(C)[C@H]1C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N([C@H](C(=O)O[C@@H](C(=O)N1C)C(C)C)C(C)C)C)C(C)C)C(C)C)C)C(C)C,C33H57N3O9,639.8,0,9,"['Enniatin B', '917-13-5', '3-N-Methylvaline Enniatin', 'H02S2TZR95', '(3S,6R,9S,12R,15S,18R)-4,10,16-trimethyl-3,6,9,12,15,18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone', 'CHEBI:64649', '(3S,6R,9S,12R,15S,18R)-3,6,9,12,15,18-hexaisopropyl-4,10,16-trimethyl-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexone', 'Enniatins', 'UNII-H02S2TZR95', 'ENNIATIN B [MI]', 'MLS000876784', 'CHEMBL469036', 'MEGxm0_000284', 'SCHEMBL20335498', 'ACon0_000434', 'ACon1_001415', 'DTXSID30891862', 'HMS2269N19', 'HY-N3806', 'AKOS032948909', 'NCGC00180529-01', 'BE162722', 'SMR000440570', 'CS-0024254', 'BRD-K01613490-001-01-9', 'Q27133360', '(3S,6R,9S,12R,15S,18R)-3,6,9,12,15,18-Hexaisopropyl-4,10,16-trimethyl-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8,11,14,17-hexaone', '(3S,6R,9S,12R,15S,18R)-4,10,16-trimethyl-3,6,9,12,15, 18-hexa(propan-2-yl)-1,7,13-trioxa-4,10,16-triazacyclooctadecane-2,5,8, 11,14,17-hexone', '2,8,14-Triaza-3,6,9,12,15,18-hexakis(methylethyl)-2,8,14-trimethyl-5,11,17-trioxacyclooctadecane-1,4,7,10,13,16-hexaone', 'CYCLO((2R)-2-HYDROXY-3-METHYLBUTANOYL-N-METHYL-L-VALYL-(2R)-2-HYDROXY-3-METHYLBUTANOYL-N-METHYL-L-VALYL-(2R)-2-HYDROXY-3-METHYLBUTANOYL-N-METHYL-L-VALYL)']"
9799192,"(4R,6S,8S,9Z,11E)-16-chloro-17,19-dihydroxy-4-methyl-3,7-dioxatricyclo[13.4.0.06,8]nonadeca-1(15),9,11,16,18-pentaene-2,13-dione",C[C@@H]1C[C@H]2[C@@H](O2)/C=C\C=C\C(=O)CC3=C(C(=CC(=C3Cl)O)O)C(=O)O1,C18H17ClO6,364.8,2,6,"['MLS000876834', 'CHEMBL453974', 'MEGxm0_000410', 'SCHEMBL5449785', 'ACon0_000181', 'ACon1_001936', 'NCGC00380336-01', 'SMR000440575', '(4R,6S,8S,9Z,11E)-16-CHLORO-17,19-DIHYDROXY-4-METHYL-3,7-DIOXATRICYCLO[13.4.0.0?,?]NONADECA-1(15),9,11,16,18-PENTAENE-2,13-DIONE']"
2092860,"N-[4-(2,5-difluorophenyl)-1,3-thiazol-2-yl]pyridine-2-carboxamide",C1=CC=NC(=C1)C(=O)NC2=NC(=CS2)C3=C(C=CC(=C3)F)F,C15H9F2N3OS,317.3,1,6,"['MLS000772582', 'CHEMBL1574799', 'HMS2709M12', 'AKOS034098524', 'SMR000377217', 'Z29617886']"
5848742,"N-[(E)-[(E)-4-(2,6,6-trimethylcyclohex-2-en-1-yl)but-3-en-2-ylidene]amino]pyridine-4-carboxamide",CC1=CCCC(C1/C=C/C(=N/NC(=O)C2=CC=NC=C2)/C)(C)C,C19H25N3O,311.4,1,3,"['MLS001005598', 'CHEMBL3194527', 'SMR000348872', 'SR-01000046148', 'SR-01000046148-1', 'Z49547540']"
16196135,"N,N-dimethyl-4-(2,4,6-triphenylpyridin-1-ium-1-yl)aniline;perchlorate",CN(C)C1=CC=C(C=C1)[N+]2=C(C=C(C=C2C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5.[O-]Cl(=O)(=O)=O,C31H27ClN2O4,527.0,0,5,"['MLS001018614', 'SMR000354853', 'MLS002637222', 'CHEMBL1343823', 'HMS2636B13', 'REGID_for_CID_16196135', 'AKOS030227491', 'Z56764242']"
6364517,"(2Z)-3-ethyl-2-[(E)-3-(3-ethyl-1,3-benzothiazol-3-ium-2-yl)-2-methylprop-2-enylidene]-1,3-benzothiazole;iodide",CCN\1C2=CC=CC=C2S/C1=C\C(=C\C3=[N+](C4=CC=CC=C4S3)CC)\C.[I-],C22H23IN2S2,506.5,0,4,"['3065-79-0', ""3,3'-Diethyl-9-methylthiacarbocyanine iodide"", 'NSC96932', 'Benzothiazolium, 3-ethyl-2-(3-(3-ethyl-2(3H)-benzothiazolylidene)-2-methyl-1-propenyl)-, iodide', '3-Ethyl-2-[3-(3-ethyl-1,3-benzothiazol-3-ium-2-yl)-2-methylprop-2-enylidene]-1,3-benzothiazole;iodide', 'EINECS 221-317-2', 'NSC 96932', 'MLS001018610', 'MLS002702525', 'Benzothiazolium,iodide', 'Benzothiazolium, 3-ethyl-2-(3-(3-ethyl-2(3H)-benzothiazolylidene)-2-methyl-1-propen-1-yl)-, iodide (1:1)', 'SMR000354813', 'MLS002637214', 'CHEMBL466853', 'REGID_for_CID_6364517', 'HMS2627F17', 'NSC-96932', 'AKOS001031965', 'AKOS024370928', '3-Ethyl-2-(3-(3-ethyl-3H-benzothiazol-2-ylidene)-2-methylprop-1-enyl)benzothiazolium iodide', 'Benzothiazolium, 3-ethyl-2-(3-(3-ethyl-2-benzothiazolinylidene)-2-methyl-1-propenyl)-, iodide', 'PD011561', '(2Z)-3-ethyl-2-[(E)-3-(3-ethyl-1,3-benzothiazol-3-ium-2-yl)-2-methylprop-2-enylidene]-1,3-benzothiazole;iodide', '3,3?-Diethyl-9-methylthiacarbocyanine iodide', 'J-018045', '3-Ethyl-2-(3-(3-ethylbenzo[d]thiazol-2(3H)-ylidene)-2-methylprop-1-en-1-yl)benzo[d]thiazol-3-iumiodide']"
16008920,"(3-amino-7-methoxypyrazolo[3,4-b]quinolin-1-yl)-(2-chlorophenyl)methanone",COC1=CC2=NC3=C(C=C2C=C1)C(=NN3C(=O)C4=CC=CC=C4Cl)N,C18H13ClN4O2,352.8,1,5,"['1-(2-chlorobenzoyl)-7-methoxy-1H-pyrazolo[3,4-b]quinolin-3-amine', 'MLS000731293', 'CHEMBL1362507', 'SCHEMBL23052939', 'HMS1830M14', 'HMS2768P11', 'HMS3441H08', 'AKOS001506098', 'NCGC00110621-01', 'SMR000309568', 'MLS000731293-02', 'SR-01000097370', 'SR-01000097370-1', 'C594-0014']"
1480187,N-benzyl-2-chloro-N-phenylacetamide,C1=CC=C(C=C1)CN(C2=CC=CC=C2)C(=O)CCl,C15H14ClNO,259.73,0,1,"['N-benzyl-2-chloro-N-phenylacetamide', '2653-14-7', 'MFCD00438626', 'SR-01000307865', 'Acetamide, 2-chloro-N-phenyl-N-(phenylmethyl)-', 'MLS000721514', 'N-benzyl-N-chloroacetylaniline', 'SCHEMBL5452605', 'CHEMBL1567635', 'HMS2612I17', 'STK400292', 'AKOS000118096', '5N-374S', 'SMR000337137', 'EN300-24626', 'SR-01000307865-1', 'SR-01000307865-3', 'Z199424090']"
1488983,"3-methoxypyrido[1,2-a]indole-10-carbonitrile",COC1=CC2=C(C=C1)C(=C3N2C=CC=C3)C#N,C14H10N2O,222.24,0,2,"['3-methoxypyrido[1,2-a]indole-10-carbonitrile', '338981-81-0', 'MLS000721660', 'SMR000335120', 'Bionet2_000545', 'Oprea1_147023', 'SCHEMBL366921', 'CHEMBL1309254', 'BDBM34924', 'cid_1488983', 'DTXSID501326042', 'HMS1365I17', 'HMS2665K22', 'MFCD01568584', 'AKOS015993820', 'CS-0359897', '3-methoxypyrid[1,2-a]indole-10-carbonitrile', '3-methoxy-10-pyrido[1,2-a]indolecarbonitrile', '9N-802', 'MLS-0270470.0002', 'MLS-0270470.0003']"
1487013,5-(4-chlorophenyl)sulfonyl-N-methylthiadiazole-4-carboxamide,CNC(=O)C1=C(SN=N1)S(=O)(=O)C2=CC=C(C=C2)Cl,C10H8ClN3O3S2,317.8,1,6,"['5-[(4-chlorophenyl)sulfonyl]-N-methyl-1,2,3-thiadiazole-4-carboxamide', '306977-14-0', 'MLS000707178', '5-(4-chlorophenyl)sulfonyl-N-methylthiadiazole-4-carboxamide', 'SMR000334563', '5-(4-chlorobenzenesulfonyl)-N-methyl-1,2,3-thiadiazole-4-carboxamide', 'Oprea1_156120', 'CHEMBL1586425', 'BDBM61540', 'cid_1487013', 'REGID_for_CID_1487013', 'HMS2629K15', 'AKOS005080122', 'CCG-275994', '12G-356S', 'MLS-0255441.0001', '5-(4-chlorophenyl)sulfonyl-N-methyl-4-thiadiazolecarboxamide', '5-(4-chlorophenyl)sulfonyl-N-methyl-thiadiazole-4-carboxamide', '5-(4-chlorophenyl)sulfonyl-N-methyl-1,2,3-thiadiazole-4-carboxamide']"
23693538,"sodium;2-(1,3-benzothiazol-2-yl)-4-methyl-5-(2-methylbutyl)-3-oxopyrazolo[4,3-c]pyridin-6-olate",CCC(C)CN1C(=C2C(=NN(C2=O)C3=NC4=CC=CC=C4S3)C=C1[O-])C.[Na+],C19H19N4NaO2S,390.4,0,6,"['MLS000682875', 'CHEMBL1347346', 'HMS2754D24', 'SMR000312232']"
752424,"1,5-dimethyl-4-[(4-oxonaphthalen-1-ylidene)amino]-2-phenylpyrazol-3-one",CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N=C3C=CC(=O)C4=CC=CC=C34,C21H17N3O2,343.4,0,4,"['MLS000718119', '(E)-1,5-dimethyl-4-((4-oxonaphthalen-1(4H)-ylidene)amino)-2-phenyl-1H-pyrazol-3(2H)-one', 'SMR000279887', '1,5-dimethyl-4-[(4-oxonaphthalen-1-ylidene)amino]-2-phenylpyrazol-3-one', '86938-63-8', '1,5-DIMETHYL-4-{[(1Z)-4-OXO-1,4-DIHYDRONAPHTHALEN-1-YLIDENE]AMINO}-2-PHENYL-2,3-DIHYDRO-1H-PYRAZOL-3-ONE', 'cid_752424', 'CHEMBL3193639', 'BDBM33175', 'HMS2702E21', 'STK862155', 'AKOS000577302', 'AKOS001654945', 'AKOS030748908', 'SR-01000111791', 'SR-01000111791-1', 'F1345-0044', '1,5-dimethyl-4-[(4-oxo-1-naphthalenylidene)amino]-2-phenyl-3-pyrazolone', '1,5-dimethyl-4-[(4-oxidanylidenenaphthalen-1-ylidene)amino]-2-phenyl-pyrazol-3-one', '4-[(4-keto-1-naphthylidene)amino]-1,5-dimethyl-2-phenyl-3-pyrazolin-3-one', '1,5-dimethyl-4-{[(1E)-4-oxonaphthalen-1(4H)-ylidene]amino}-2-phenyl-1,2-dihydro-3H-pyrazol-3-one']"
5736624,3-[4-[(Z)-3-(4-bromophenyl)-3-oxoprop-1-enyl]-3-(4-methylphenyl)pyrazol-1-yl]propanoic acid,CC1=CC=C(C=C1)C2=NN(C=C2/C=C\C(=O)C3=CC=C(C=C3)Br)CCC(=O)O,C22H19BrN2O3,439.3,1,4,"['BRD-K05011543-001-04-3', 'MLS000626785', 'CHEMBL1358236', 'BDBM54857', 'cid_5736624', 'REGID_for_CID_5736624', 'HMS2688O10', '3-[4-[(Z)-3-(4-bromophenyl)-3-oxoprop-1-enyl]-3-(4-methylphenyl)pyrazol-1-yl]propanoic acid', 'SMR000299172', '3-[4-[(Z)-3-(4-bromophenyl)-3-keto-prop-1-enyl]-3-(p-tolyl)pyrazol-1-yl]propionic acid', '3-[4-[(Z)-3-(4-bromophenyl)-3-oxidanylidene-prop-1-enyl]-3-(4-methylphenyl)pyrazol-1-yl]propanoic acid', '3-[4-[(Z)-3-(4-bromophenyl)-3-oxoprop-1-enyl]-3-(4-methylphenyl)-1-pyrazolyl]propanoic acid', '3-[4-[3-(4-bromophenyl)-3-oxo-1-propen-1-yl]-3-(4-methylphenyl)-1H-pyrazol-1-yl]propanoic acid']"
1506472,N-[4-(pyridin-4-ylmethyl)phenyl]-4-pyrrolidin-1-ylsulfonylbenzamide,C1CCN(C1)S(=O)(=O)C2=CC=C(C=C2)C(=O)NC3=CC=C(C=C3)CC4=CC=NC=C4,C23H23N3O3S,421.5,1,5,"['N-[4-(pyridin-4-ylmethyl)phenyl]-4-(pyrrolidin-1-ylsulfonyl)benzamide', 'MLS000862435', 'SMR000301275', 'N-[4-(pyridin-4-ylmethyl)phenyl]-4-pyrrolidin-1-ylsulfonylbenzamide', 'CHEMBL1606309', 'BDBM54308', 'cid_1506472', 'HMS2633J09', 'HMS3359E17', 'STK735837', 'AKOS001738135', 'AO-080/43378508', 'N-[4-(4-pyridylmethyl)phenyl]-4-pyrrolidinosulfonyl-benzamide', 'N-[4-(4-pyridinylmethyl)phenyl]-4-(1-pyrrolidinylsulfonyl)benzamide', 'N-[4-(pyridin-4-ylmethyl)phenyl]-4-(1-pyrrolidinylsulfonyl)benzamide', 'N-[4-(pyridin-4-ylmethyl)phenyl]-4-pyrrolidin-1-ylsulfonyl-benzamide', 'N-{4-[(PYRIDIN-4-YL)METHYL]PHENYL}-4-(PYRROLIDINE-1-SULFONYL)BENZAMIDE']"
9610559,N-(4-methoxyphenyl)-3-nitro-4-[(2E)-2-(1-pyridin-4-ylethylidene)hydrazinyl]benzenesulfonamide,C/C(=N\NC1=C(C=C(C=C1)S(=O)(=O)NC2=CC=C(C=C2)OC)[N+](=O)[O-])/C3=CC=NC=C3,C20H19N5O5S,441.5,2,9,"['CHEMBL2006780', 'AKOS000999965', 'Z49542045']"
9653239,2-hydroxy-N-[(E)-quinolin-8-ylmethylideneamino]benzamide,C1=CC=C(C(=C1)C(=O)N/N=C/C2=CC=CC3=C2N=CC=C3)O,C17H13N3O2,291.30,2,4,"['MLS000779089', 'SMR000415800', '2-Hydroxy-benzoic acid [1-quinolin-8-yl-meth-(E)-ylidene]-hydrazide', 'CHEMBL3190198', 'DTXSID101333435', 'STK578441', 'AKOS005502724', '351515-29-2', ""2-hydroxy-N'-[(E)-quinolin-8-ylmethylidene]benzohydrazide"", '2-hydroxy-N-[(E)-quinolin-8-ylmethylideneamino]benzamide']"
