cid,Probability of not Antimicrobial,Probability of Antimicrobial
191626,0.63866866,0.36133134
191831,0.96214855,0.037851468
192440,0.8475498,0.1524502
196652,0.9374029,0.06259709
198207,0.96445376,0.035546254
351993,0.9632305,0.036769502
352976,0.97349167,0.026508305
445537,0.9902415,0.009758496
449356,0.9910946,0.00890543
451378,0.9745043,0.02549568
451453,0.93098414,0.06901587
451457,0.83219033,0.16780968
451756,0.98620063,0.0137993945
451823,0.9812079,0.018792087
451832,0.9835399,0.016460137
451851,0.9872653,0.012734705
451856,0.93800336,0.061996657
451876,0.9076962,0.09230383
451892,0.9638319,0.036168084
452036,0.96909976,0.030900268
452132,0.9708395,0.0291605
452188,0.91212445,0.08787552
452421,0.953881,0.046118986
452680,0.9445516,0.05544842
452961,0.9870847,0.012915341
453119,0.9420911,0.057908867
453461,0.9343114,0.0656886
453760,0.9848986,0.015101354
453767,0.9443179,0.0556821
453820,0.9347902,0.06520983
454161,0.86752987,0.13247016
455007,0.96770746,0.032292526
455661,0.9947984,0.00520159
456259,0.6173301,0.38266993
456289,0.99066085,0.009339129
456570,0.9862187,0.013781281
459903,0.9759606,0.024039363
460315,0.85657537,0.14342462
460320,0.76559836,0.23440166
460321,0.7589198,0.24108022
464603,0.9273727,0.07262731
469086,0.8729166,0.12708342
469087,0.80222625,0.19777374
469094,0.79440916,0.20559084
469095,0.6976286,0.3023714
471486,0.96510285,0.034897175
471523,0.90554845,0.09445156
471524,0.79096764,0.20903237
472173,0.8407718,0.15922822
473366,0.93025315,0.06974688
474355,0.5843287,0.4156713
474356,0.41803455,0.58196545
474669,0.95300394,0.046996035
474673,0.9499017,0.050098278
477012,0.9365388,0.06346117
477950,0.8950135,0.1049865
481522,0.5751788,0.4248212
481523,0.63961864,0.36038134
481524,0.38479817,0.61520183
488489,0.9057252,0.09427483
489881,0.96574885,0.034251153
490256,0.86323416,0.13676584
494763,0.79525626,0.20474377
498020,0.895919,0.10408097
498022,0.90496266,0.09503731
498376,0.9175589,0.0824411
502235,0.9805755,0.019424517
502239,0.96546376,0.03453625
502240,0.9581873,0.04181271
502241,0.9030855,0.09691455
506489,0.94009745,0.059902553
510573,0.96247977,0.037520226
510576,0.89679927,0.10320071
510970,0.98597354,0.014026438
510990,0.88637775,0.11362224
511668,0.93007076,0.069929235
511669,0.9054357,0.09456435
511670,0.9416964,0.058303613
511885,0.49050832,0.5094917
511886,0.4533984,0.5466016
512674,0.94239765,0.05760235
513058,0.9359157,0.06408426
514804,0.9174651,0.08253493
514810,0.8649085,0.1350915
514815,0.9383123,0.061687704
516467,0.9173148,0.08268519
559992,0.99371797,0.00628206
643233,0.42173177,0.57826823
643236,0.8974507,0.102549344
643973,0.98291117,0.01708885
1265891,0.97891253,0.021087455
2729604,0.9864256,0.013574428
2729605,0.8237493,0.17625071
2729613,0.94970375,0.050296273
2777493,0.9021798,0.09782024
2783888,0.98672813,0.013271857
2783889,0.9875207,0.012479312
2783891,0.9426228,0.05737723
2817368,0.919462,0.08053795
3005947,0.9536703,0.04632967
3005966,0.9416415,0.058358494
3007126,0.98073435,0.01926565
3007134,0.91806245,0.08193752
3008206,0.97844183,0.021558173
3010356,0.81374264,0.18625735
3011777,0.98750836,0.012491658
3012247,0.8350752,0.1649248
3012248,0.88783175,0.11216827
3012250,0.9623898,0.037610188
3012251,0.96978897,0.030211018
3012252,0.9556416,0.044358354
3012254,0.92024386,0.07975616
3012255,0.8154894,0.18451059
3012256,0.8951339,0.10486607
3012257,0.90881246,0.091187514
3012258,0.7074753,0.2925247
3034629,0.97938144,0.020618586
3036983,0.911974,0.088025995
3037010,0.936186,0.063814
3037666,0.9743366,0.025663361
3037667,0.9860247,0.013975345
3065118,0.89969194,0.10030804
3081517,0.9612017,0.038798273
4210838,0.9852964,0.014703545
5270713,0.9640664,0.03593359
5270803,0.97630006,0.023699924
5271317,0.9928795,0.0071204947
5271380,0.91698813,0.083011836
5271381,0.765072,0.234928
5271821,0.91217464,0.087825336
5271955,0.8571203,0.14287972
5272743,0.92128456,0.078715414
5272750,0.7651067,0.23489332
5273990,0.9668617,0.033138283
5274343,0.9571951,0.04280489
5274346,0.9334902,0.066509806
5274347,0.9706117,0.029388305
5324587,0.5658046,0.4341954
6419441,0.9812079,0.018792087
6426867,0.90593773,0.09406226
6426868,0.90593773,0.09406226
6435302,0.8691947,0.1308053
6440090,0.9451181,0.05488186
6441858,0.8728474,0.12715262
6449933,0.8438138,0.15618622
6450920,0.90291315,0.09708686
6450926,0.79459506,0.20540492
6453625,0.9332439,0.06675616
6455271,0.96116596,0.038834013
6478042,0.87381744,0.12618257
6478043,0.83052945,0.16947058
6479208,0.817612,0.18238801
6481829,0.9525813,0.047418732
7058165,0.94334,0.056660004
7076047,0.919462,0.08053795
7078333,0.9653948,0.034605216
7088272,0.9751247,0.02487528
9813298,0.9413856,0.058614403
9834501,0.98464423,0.015355743
9835200,0.9887866,0.011213414
9859640,0.967341,0.032659017
9943091,0.97003466,0.02996532
10037410,0.9831758,0.016824197
10107217,0.91710246,0.082897544
10220154,0.99314135,0.006858624
10243438,0.9719848,0.028015189
10265835,0.4367814,0.5632186
10353121,0.989969,0.0100309905
10377507,0.9000102,0.09998974
10466304,0.9839628,0.016037242
10538309,0.97175735,0.028242646
10610280,0.9822974,0.017702563
10703793,0.9803143,0.019685665
10730527,0.9105601,0.08943994
10754286,0.7894775,0.21052247
10849624,0.95514596,0.04485404
10872387,0.8845908,0.11540917
10922291,0.9764493,0.023550669
10923198,0.98931026,0.010689763
10988995,0.9681972,0.031802766
11010214,0.9826713,0.017328687
11064619,0.98291117,0.01708885
11197465,0.9658319,0.03416811
11208805,0.9473372,0.05266277
11311566,0.9411831,0.05881689
11323459,0.5441946,0.4558054
11369660,0.9722856,0.027714398
11390847,0.97895294,0.021047076
11403295,0.9302006,0.0697994
11514721,0.7249818,0.2750182
11579992,0.89576876,0.104231246
11608602,0.9474561,0.052543867
11737644,0.68409646,0.3159035
11807505,0.9637843,0.036215696
11831681,0.9330815,0.066918485
11832095,0.97006583,0.029934183
11849876,0.93893194,0.061068047
12009657,0.60752296,0.39247704
12009658,0.7062918,0.2937082
12358445,0.9750998,0.02490022
12517389,0.97496897,0.025031036
12534502,0.98722464,0.0127753485
12795836,0.919462,0.08053795
12896821,0.9572803,0.04271973
12907243,0.96817696,0.031823013
12994226,0.96558666,0.034413338
13042007,0.9897555,0.010244463
13066372,0.9776366,0.0223634
13188790,0.9869228,0.013077171
13188950,0.9955347,0.004465278
13248214,0.98931605,0.010683976
13375943,0.8377632,0.16223678
13830457,0.9756012,0.024398811
13845027,0.9698374,0.030162599
13845034,0.9484325,0.051567495
13845047,0.99015987,0.009840133
13871033,0.91023993,0.08976008
13871035,0.91023993,0.08976008
13871386,0.96937317,0.030626819
13871387,0.9413982,0.05860177
13922189,0.9578634,0.042136606
13963301,0.9633152,0.036684815
14018566,0.9620897,0.03791026
14135553,0.9103111,0.08968893
14209054,0.97751844,0.022481555
14232184,0.8431717,0.1568283
14367002,0.96177274,0.03822728
14367013,0.988892,0.011107988
14367030,0.86795986,0.13204017
14411349,0.944051,0.05594896
14427744,0.989969,0.0100309905
14444899,0.981711,0.018289056
14502614,0.9525813,0.047418732
14506329,0.89945036,0.10054964
14608008,0.9794065,0.020593498
14885931,0.9308238,0.06917621
15124185,0.97965354,0.020346466
15216614,0.9722828,0.027717149
15333745,0.97835284,0.021647137
15509509,0.9264044,0.07359557
15539602,0.97649986,0.023500167
15612801,0.9604201,0.03957994
15667028,0.914163,0.085837014
15764402,0.96195436,0.038045622
15870447,0.9823736,0.017626405
15928607,0.6903359,0.30966407
15928745,0.80690145,0.19309856
15940294,0.91902333,0.08097664
15954522,0.94085,0.05914997
15979428,0.96354246,0.036457535
16072289,0.9393564,0.060643606
16080036,0.9790666,0.02093341
17571993,0.9812586,0.018741414
17756793,0.9676657,0.032334313
18394993,0.9741338,0.025866194
18604151,0.9677991,0.0322009
18608018,0.8049794,0.19502062
18653297,0.94557667,0.054423362
18658703,0.9688349,0.031165108
20057102,0.8783461,0.121653944
20600569,0.96797484,0.03202515
20722666,0.95568407,0.044315964
21117608,0.97349167,0.026508305
21121840,0.898098,0.101902
21121842,0.9269237,0.073076285
21122961,0.98508894,0.0149110835
21122981,0.956043,0.043957
21456083,0.92780596,0.07219404
21821194,0.96558356,0.034416463
21824454,0.97346747,0.026532557
21826754,0.98640984,0.013590183
21854120,0.93634146,0.06365855
21854458,0.9781789,0.021821098
22211360,0.9375973,0.06240273
22792111,0.9646272,0.03537281
22811380,0.98580164,0.014198352
22873382,0.95317173,0.04682827
22885208,0.47464216,0.52535784
22899176,0.88641286,0.11358711
23519671,0.9418796,0.058120437
24729357,0.9777057,0.022294275
24848394,0.9542699,0.04573014
25257533,0.98554194,0.014458034
25632117,0.85050035,0.14949965
25796514,0.9750998,0.02490022
29979263,0.9617226,0.03827738
29982455,0.85355353,0.1464465
40507941,0.98728836,0.012711614
42104882,0.9542699,0.04573014
42637091,0.92800254,0.07199744
43834572,0.97898775,0.02101224
44629846,0.96817696,0.031823013
44629859,0.9776366,0.0223634
44629873,0.98508894,0.0149110835
45051921,0.9854435,0.014556549
45052066,0.9903176,0.009682403
45052147,0.9894795,0.010520516
45055429,0.9764868,0.02351317
45074656,0.9812787,0.018721296
45074659,0.96902966,0.030970313
45105016,0.9012418,0.09875822
45356795,0.98291117,0.01708885
45357589,0.9875207,0.012479312
46242438,0.96454626,0.035453744
46705350,0.93556887,0.064431146
46780471,0.98291117,0.01708885
46926326,0.92822075,0.07177926
53474734,0.97668034,0.023319673
53792010,0.9774171,0.022582863
53854768,0.8482426,0.15175743
53974427,0.96592695,0.034073055
53986806,0.9691992,0.030800836
54010782,0.94580007,0.05419993
54136175,0.9108865,0.089113474
54166782,0.9325291,0.067470916
54171947,0.9632305,0.036769502
54213197,0.87584907,0.124150954
54215385,0.9733533,0.02664665
54343230,0.91351694,0.086483054
54401242,0.90065086,0.09934915
54526893,0.9267397,0.07326029
54677885,0.9687657,0.031234328
54683691,0.9327118,0.067288205
54683693,0.97901946,0.020980533
56613468,0.966555,0.033445
56619127,0.9674554,0.032544605
56851256,0.8452306,0.15476945
56961027,0.8871938,0.112806216
57097210,0.68942285,0.31057712
57113422,0.85050035,0.14949965
58455422,0.9765158,0.023484174
58463488,0.95939165,0.04060835
59885256,0.96177274,0.03822728
66649608,0.9435589,0.056441143
66678676,0.890402,0.109597996
66689989,0.5381322,0.46186784
66690715,0.95684874,0.04315124
66763497,0.98425615,0.015743876
66802809,0.99375296,0.006247038
67113473,0.945,0.054999985
67419448,0.9585163,0.041483704
67785162,0.9721325,0.027867513
68788748,0.98585,0.014150046
70818775,0.9605103,0.039489664
71302534,0.992294,0.007705999
71303674,0.971912,0.028087977
71303724,0.9628943,0.037105665
71308516,0.9825266,0.017473387
71348719,0.8242037,0.17579624
71351836,0.95108324,0.048916753
71352407,0.83183795,0.16816203
71362645,0.87671906,0.123280935
71365426,0.9706667,0.02933327
71365427,0.94881225,0.051187728
71365916,0.88773376,0.11226623
71387182,0.96528417,0.034715828
71394590,0.9433024,0.056697626
71402186,0.9914157,0.008584308
71407349,0.9723418,0.027658237
71408261,0.9461936,0.05380644
71410159,0.94871336,0.051286653
71422332,0.7986693,0.2013307
71422792,0.89734423,0.102655776
71441957,0.9589932,0.041006807
71443380,0.9643124,0.035687618
71539312,0.95017403,0.04982599
71539357,0.96247494,0.037525035
71750272,0.9678739,0.032126147
71763627,0.9663165,0.033683497
72736985,0.73525,0.26474997
76845222,0.9318891,0.068110906
76845462,0.8659024,0.13409755
76845488,0.9925373,0.0074626524
76966528,0.9778805,0.022119518
77174427,0.9703045,0.029695492
77282269,0.9923095,0.007690511
77520540,0.9816288,0.01837122
77520711,0.9566003,0.043399718
89486753,0.93809694,0.061903078
89486819,0.9802749,0.019725097
90117986,0.8774488,0.12255117
90176383,0.68942285,0.31057712
90220440,0.96606004,0.03393993
90472260,0.98062015,0.019379852
90732286,0.7498374,0.25016263
91046277,0.8463023,0.1536977
91082454,0.9365531,0.06344688
91490554,0.9670196,0.032980397
91872277,0.9759648,0.024035228
91872665,0.99426866,0.005731328
92043420,0.98281395,0.017186016
92043439,0.98447907,0.015520935
101155105,0.9983159,0.0016841046
101627711,0.99026376,0.009736229
101644650,0.7503773,0.24962273
101652253,0.9722828,0.027717149
101915125,0.9979861,0.0020138975
102063598,0.9676882,0.032311782
102088575,0.9721505,0.027849482
102155963,0.89576006,0.104239926
102461643,0.9441004,0.05589963
102601698,0.98240894,0.017591052
117647970,0.96133757,0.038662445
117940991,0.9601031,0.03989691
117951445,0.9229974,0.07700256
118034228,0.9050095,0.0949905
118294346,0.8187275,0.18127248
118855855,0.98224604,0.017753944
123993511,0.9809182,0.019081784
124202892,0.98203504,0.017964931
126963445,0.9822417,0.017758293
126968805,0.970533,0.02946697
126969140,0.9827683,0.017231695
126969944,0.8819834,0.118016616
126969957,0.7894775,0.21052247
126970070,0.8261272,0.17387286
127258181,0.9692666,0.03073343
127258194,0.9861229,0.01387709
127258203,0.9394214,0.060578596
131699279,0.98314905,0.01685094
131872654,0.94015414,0.05984586
132471328,0.960742,0.039257996
132471333,0.98122615,0.018773856
132942400,0.92901963,0.070980385
134520771,0.9685807,0.03141926
134715536,0.9721237,0.027876334
135618582,0.96405715,0.035942826
135625322,0.7096355,0.2903645
140252620,0.9555974,0.04440258
154703233,0.8835029,0.11649711
154704811,0.9616435,0.038356483
154705590,0.7374191,0.26258084
154705592,0.9869599,0.013040114
154706402,0.95551133,0.04448866
155903799,0.9822417,0.017758293
155905558,0.95315963,0.04684037
155905580,0.8739182,0.12608184
155905982,0.94848984,0.051510178
155906019,0.94273144,0.057268586
155906098,0.98238266,0.017617367
155906099,0.9598649,0.040135063
155906292,0.9581071,0.04189286
155906560,0.93918186,0.060818154
163322962,0.8943154,0.10568459
65161,0.99338555,0.0066144494
65510,0.91167253,0.08832745
94312,0.9816288,0.01837122
98561,0.94486475,0.055135265
100551,0.9611177,0.038882338
101436,0.96177274,0.03822728
101484,0.960742,0.039257996
101543,0.9867293,0.013270689
107461,0.92549765,0.07450235
125618,0.9021798,0.09782024
126231,0.97136736,0.028632622
128450,0.9158976,0.08410239
130583,0.90391046,0.09608954
145984,0.981711,0.018289056
149098,0.9238546,0.07614539
150971,0.9739764,0.02602362
151864,0.82889915,0.17110083
159359,0.765072,0.234928
159480,0.96216524,0.037834745
160696,0.9777057,0.022294275
161234,0.917713,0.08228701
161934,0.9681803,0.031819697
165148,0.9832818,0.016718205
186930,0.91953456,0.08046542
188319,0.93645597,0.06354405
191215,0.9409385,0.05906151
192785,0.9217714,0.078228585
440055,0.97717345,0.02282655
440416,0.9872135,0.012786504
444437,0.9942122,0.005787776
451380,0.98312503,0.016874965
451603,0.96205217,0.037947822
458027,0.9504847,0.049515296
514812,0.9495064,0.05049357
514816,0.8595575,0.14044249
1265899,0.988892,0.011107988
3034569,0.9852964,0.014703545
3037189,0.9798433,0.020156665
3082389,0.90972644,0.090273574
5702244,0.9777057,0.022294275
9797212,0.8481137,0.1518863
10105865,0.9661186,0.033881437
10859187,0.96862245,0.031377554
10902616,0.9697859,0.030214062
11077469,0.9568546,0.043145422
11207624,0.9807006,0.019299358
11346228,0.9630602,0.03693978
11346636,0.9456033,0.054396704
13845018,0.93751365,0.06248634
14237477,0.94402385,0.05597614
14367018,0.945093,0.054907024
14445949,0.9649279,0.035072107
14630104,0.89240277,0.10759723
15036533,0.68942285,0.31057712
15279197,0.9617226,0.03827738
16655024,0.97344875,0.02655124
20832934,0.949123,0.050877
21732849,0.4524132,0.5475868
21854783,0.96659917,0.033400808
22094552,0.9151698,0.08483023
22814079,0.9244746,0.07552537
22856727,0.60297847,0.39702156
22873853,0.9445133,0.055486705
44146603,0.933013,0.06698696
44250004,0.7191403,0.2808597
50940619,0.98019385,0.01980614
66760234,0.9471189,0.05288109
68768358,0.8261272,0.17387286
69906675,0.9381473,0.0618527
78358444,0.9323359,0.06766411
91827907,0.9707846,0.02921538
102531168,0.8855977,0.1144023
131865335,0.5131047,0.4868953
97000,0.9103111,0.08968893
107643,0.92585886,0.07414114
149295,0.9451181,0.05488186
161583,0.943662,0.056338027
161584,0.9222363,0.07776371
167800,0.9622412,0.03775885
167877,0.9825719,0.017428117
194102,0.9171481,0.08285188
240980,0.9795869,0.020413125
284240,0.9875207,0.012479312
450214,0.9771083,0.02289168
450772,0.98684496,0.013155058
451827,0.98517996,0.014820024
455839,0.97380835,0.026191665
476786,0.9230118,0.07698823
512869,0.9475729,0.05242712
514805,0.65024763,0.34975237
515099,0.7281984,0.2718016
515104,0.9743517,0.025648318
656409,0.8163631,0.18363687
3001262,0.93920875,0.060791273
3005945,0.970377,0.029622974
3005946,0.94273484,0.057265133
3005964,0.95131284,0.048687164
3082267,0.9094383,0.090561695
3908006,0.9323912,0.067608796
5276641,0.87865037,0.12134965
6475470,0.8329688,0.16703124
6479137,0.88293076,0.11706926
6481572,0.94647324,0.053526763
6713582,0.9777057,0.022294275
6915702,0.8573601,0.14263988
6915704,0.90510786,0.09489212
7098661,0.96267664,0.037323374
9813886,0.8049091,0.19509088
9834986,0.87657833,0.12342166
9837879,0.7572404,0.24275959
9878109,0.98684496,0.013155058
9878327,0.9682744,0.031725597
9900206,0.8825699,0.11743006
9921121,0.93963677,0.06036326
9970516,0.9139555,0.08604451
9992006,0.98055434,0.019445643
10108689,0.8999908,0.100009225
10266797,0.9072087,0.09279129
10377155,0.9835994,0.016400587
10399334,0.9650636,0.034936447
10589260,0.89485306,0.10514692
10658439,0.8695593,0.13044068
10658983,0.9760379,0.023962062
10730026,0.9914537,0.008546314
10777654,0.9614774,0.03852257
10850176,0.9077018,0.092298225
10935032,0.93072206,0.06927793
11565302,0.82686484,0.17313513
11666177,0.8665553,0.13344471
11747467,0.9605076,0.039492402
11777114,0.9870371,0.01296285
12042794,0.9227665,0.077233516
12097725,0.8645242,0.13547583
12097726,0.7893765,0.21062349
12517386,0.9800041,0.019995943
13051253,0.89788425,0.10211577
13940600,0.9276498,0.072350204
14312484,0.98064697,0.019353002
14326905,0.72243196,0.27756804
14352039,0.932335,0.067664966
14430116,0.93124104,0.06875898
14842981,0.95487785,0.04512212
14862108,0.91088325,0.089116745
14862322,0.8531096,0.14689042
14862324,0.9166388,0.083361216
14862330,0.9287543,0.07124567
14885927,0.8684154,0.1315846
14991720,0.95881027,0.04118971
15081290,0.82775825,0.17224176
15118619,0.95471627,0.04528375
15516021,0.9631201,0.03687989
15612799,0.9524039,0.047596075
15747442,0.54756904,0.452431
15788251,0.94085,0.05914997
15868081,0.99201196,0.007988055
15957045,0.94472647,0.05527353
20839332,0.96735257,0.032647442
20871287,0.9623223,0.03767768
21037538,0.9604896,0.039510403
21115127,0.82871413,0.17128588
21117530,0.9700494,0.02995061
21131487,0.9834764,0.016523605
21348481,0.94288844,0.057111584
21824451,0.9822247,0.01777527
22824722,0.9653557,0.03464432
22859299,0.92089516,0.07910482
22875360,0.84507954,0.15492043
22875361,0.796952,0.20304799
22875362,0.9261284,0.07387164
23391556,0.8763128,0.12368722
23519662,0.9445726,0.055427358
23519664,0.9611093,0.038890705
23519675,0.95164704,0.048352927
44438827,0.9688564,0.031143593
53683382,0.90331626,0.09668372
53695341,0.8545214,0.1454786
53725420,0.93068576,0.06931422
53835662,0.95226085,0.047739167
53856507,0.91982865,0.08017135
53901126,0.890735,0.10926502
54023955,0.93768257,0.06231744
54073031,0.5179586,0.48204142
54351187,0.9476136,0.05238643
54446036,0.9386314,0.061368596
54506098,0.9587902,0.04120979
56612070,0.39685428,0.6031457
56846050,0.9614362,0.038563788
58078371,0.9364847,0.06351528
58956275,0.9579902,0.042009745
59504000,0.90228456,0.09771542
59504008,0.956841,0.043158986
59504108,0.90228456,0.09771542
59504120,0.956841,0.043158986
59504127,0.90228456,0.09771542
59504149,0.956841,0.043158986
66619645,0.51374257,0.48625743
66739168,0.9850473,0.014952703
67084877,0.95008016,0.049919873
67566518,0.91794264,0.08205739
67709179,0.9591753,0.040824734
68015240,0.9673253,0.03267464
70833226,0.96659917,0.033400808
71230185,0.9309356,0.069064364
71374940,0.89831954,0.10168044
71442569,0.9386542,0.061345804
71621351,0.83506197,0.16493803
71761460,0.96668553,0.033314474
88518334,0.7931891,0.2068109
89486751,0.95128804,0.048711948
89661937,0.93220603,0.06779399
89915057,0.91760254,0.08239748
90356982,0.8359233,0.1640767
90470943,0.9642587,0.035741333
90472727,0.9825248,0.017475162
90472729,0.9641382,0.035861786
90673691,0.9221777,0.07782236
90673693,0.5424555,0.4575445
91525741,0.972105,0.027894957
92440490,0.9806057,0.019394258
102602258,0.9819868,0.018013185
117733600,0.9037174,0.096282616
118855897,0.9642587,0.035741333
118855907,0.9834473,0.016552674
121216424,0.9885214,0.011478586
121216426,0.9442077,0.055792257
121217180,0.9631298,0.036870193
121486930,0.9369825,0.06301746
121486933,0.8626309,0.13736908
121486935,0.95599383,0.04400615
121486936,0.9111778,0.08882216
121486937,0.9670113,0.032988753
121486938,0.98109233,0.018907694
121486942,0.92699087,0.07300912
121486943,0.9621617,0.037838254
121486945,0.8139301,0.18606992
121486946,0.8139301,0.18606992
121486947,0.9207866,0.07921338
121486948,0.9415566,0.058443457
121486953,0.98810923,0.011890766
121486955,0.9382085,0.061791454
121486963,0.96897435,0.031025628
121486971,0.9749322,0.025067817
121486972,0.9761266,0.023873385
121486973,0.93026966,0.06973035
121486980,0.73215765,0.26784235
121486990,0.9834937,0.01650634
121486991,0.8242037,0.17579624
121486995,0.9027098,0.09729024
121487017,0.7146696,0.28533044
121487018,0.7913728,0.20862725
121487019,0.9377626,0.062237386
121487025,0.82633656,0.17366344
121487026,0.9373819,0.06261806
121487027,0.9730812,0.02691883
121487030,0.8587241,0.14127588
121487034,0.9747759,0.025224112
121487038,0.972914,0.027086042
121487045,0.9229973,0.0770027
121487046,0.85381836,0.14618163
121487053,0.7623739,0.23762605
121487055,0.8958362,0.10416384
121487065,0.9838768,0.016123202
121487081,0.91460717,0.08539283
121487096,0.9067817,0.09321833
121487106,0.8078737,0.1921263
121487114,0.9839578,0.016042164
121487149,0.8769479,0.12305213
121487280,0.9487538,0.051246226
121487289,0.95012826,0.049871735
121487290,0.96511704,0.034882966
121487302,0.93248487,0.067515135
121487305,0.9319519,0.068048105
121487306,0.94723904,0.052760936
121487307,0.87206817,0.12793185
121487308,0.9665746,0.033425394
121487312,0.7592107,0.2407893
121487330,0.9553328,0.044667196
121487333,0.95893395,0.04106604
121487343,0.93887603,0.06112396
121487344,0.93887603,0.06112396
121487345,0.85313445,0.14686553
121487354,0.94753706,0.052462928
121487362,0.823273,0.176727
121487369,0.9105601,0.08943994
121487370,0.88392395,0.11607604
121487372,0.9034076,0.09659241
121487373,0.941007,0.058992963
121487380,0.94364285,0.05635717
121487387,0.8609882,0.13901182
121487398,0.8322341,0.1677659
121487418,0.9607327,0.03926733
121487428,0.95388806,0.046111915
121487430,0.96611696,0.033883028
121487433,0.9266042,0.07339578
121487445,0.92997366,0.07002633
121487449,0.96403754,0.035962477
121487452,0.94009745,0.059902553
121487456,0.9557119,0.044288106
121487457,0.93199843,0.068001576
121487459,0.95503074,0.044969246
121487460,0.96298516,0.037014846
121487464,0.8330978,0.16690218
121487476,0.9600772,0.0399228
121487485,0.9523435,0.047656473
121487492,0.933925,0.06607502
121487515,0.9823752,0.017624795
121487517,0.98640853,0.013591486
121487529,0.98368543,0.016314587
121487530,0.8662526,0.13374741
121487531,0.8967407,0.10325933
121487532,0.9433531,0.0566469
121487533,0.9205539,0.07944611
121487534,0.85115063,0.14884937
121487536,0.90536946,0.09463055
121487883,0.9630483,0.03695172
123262984,0.9819852,0.018014796
135616711,0.9118949,0.088105075
154703288,0.62599015,0.37400988
156594113,0.9239373,0.07606268
156594227,0.98943603,0.010563972
72260,0.9818062,0.018193781
101508,0.9628719,0.037128113
119209,0.9822997,0.017700324
133458,0.47290945,0.52709055
153103,0.9601735,0.03982652
160155,0.94033,0.059669994
164891,0.92207587,0.077924125
166772,0.98340577,0.016594259
176869,0.91728354,0.082716495
192532,0.9528711,0.047128934
265298,0.4399702,0.5600298
270261,0.9379257,0.062074274
451368,0.95770466,0.04229533
451394,0.93514985,0.064850144
451458,0.8780166,0.12198339
451494,0.95485723,0.045142744
451615,0.93100333,0.068996675
452035,0.9782333,0.021766733
452988,0.7901356,0.20986441
453027,0.91049075,0.08950928
453657,0.90842175,0.091578215
453833,0.9726129,0.0273871
460322,0.82085204,0.17914799
470801,0.8986922,0.1013078
489669,0.8353788,0.16462116
489670,0.7972077,0.20279226
506490,0.9159404,0.084059626
509187,0.83324265,0.16675733
509188,0.8485638,0.1514362
512735,0.94310546,0.05689452
514806,0.8949792,0.1050208
515106,0.9964559,0.0035440624
516463,0.6839812,0.31601882
560107,0.98722464,0.0127753485
1778309,0.95790344,0.04209657
3000824,0.9811853,0.018814692
3012253,0.93515724,0.064842775
3034650,0.97716516,0.022834864
3080626,0.9494555,0.050544515
3080715,0.9628719,0.037128113
3081398,0.9815346,0.018465402
5270589,0.9833792,0.016620815
5270780,0.79341304,0.20658694
5271953,0.78507274,0.21492727
5272744,0.94891024,0.051089752
5274112,0.9544419,0.045558088
5276640,0.8530569,0.14694312
5288063,0.98509336,0.014906636
6440124,0.85500187,0.14499812
6475205,0.84447455,0.15552542
6479191,0.8691947,0.1308053
6480502,0.95903426,0.040965736
6482245,0.93946445,0.060535546
9794951,0.672418,0.327582
9795336,0.55276155,0.44723845
9795471,0.9666988,0.033301186
9816508,0.8908231,0.1091769
9836189,0.9092419,0.09075809
9838550,0.8122394,0.18776059
9841193,0.9198918,0.08010821
9856746,0.9557701,0.04422992
9903172,0.8872791,0.11272092
9942889,0.93155557,0.068444416
9992803,0.93836963,0.061630376
10061136,0.9554762,0.04452378
10331902,0.9595872,0.040412795
10332009,0.97844684,0.02155314
10377200,0.9836321,0.016367912
10378968,0.36345094,0.63654906
10424498,0.72593534,0.2740647
10445677,0.9078435,0.09215656
10466898,0.98184675,0.01815323
10467582,0.9820725,0.017927526
10491412,0.97502655,0.024973469
10494286,0.7994877,0.2005123
10516095,0.92071587,0.07928412
10541096,0.7868186,0.2131814
10563947,0.9628526,0.0371474
10612861,0.5961373,0.4038627
10635061,0.9715271,0.02847293
10638005,0.9599197,0.04008032
10660693,0.9032905,0.09670952
10678117,0.9060754,0.09392457
10684201,0.4096647,0.5903353
10684273,0.83099985,0.16900013
10685594,0.97930175,0.020698229
10708101,0.9125801,0.08741992
10753744,0.98397833,0.016021674
10764891,0.92625725,0.073742755
10778286,0.7994402,0.20055978
10778362,0.945756,0.054243967
10778510,0.95899266,0.04100736
10805757,0.8481137,0.1518863
10826879,0.9498535,0.050146546
10827042,0.90387106,0.096128955
10849717,0.9308435,0.069156535
10869630,0.8638892,0.13611077
10911785,0.98394287,0.016057149
10967359,0.9133242,0.086675845
10988543,0.9755406,0.024459438
11119276,0.9442348,0.055765197
11276944,0.970533,0.02946697
11425350,0.96847236,0.031527665
11426143,0.901148,0.09885199
11580280,0.93428427,0.06571574
11601179,0.9732767,0.0267233
11746791,0.9921871,0.00781292
12097724,0.87504476,0.12495522
12800113,0.98268443,0.017315587
12994351,0.99290866,0.0070913667
13009365,0.8863562,0.11364381
13146158,0.99218035,0.007819673
13630026,0.9532193,0.04678072
13845038,0.94320387,0.056796107
13941596,0.9695231,0.030476956
14133066,0.986433,0.013566992
14410659,0.95777327,0.04222671
14427740,0.98814124,0.011858779
14530807,0.91302556,0.08697444
14539818,0.8818252,0.11817481
14803227,0.9777988,0.022201162
14862102,0.98475826,0.015241756
14862326,0.89070445,0.10929553
