baid,activity,aid,sid,cid,geneid,pmid,aidtype,aidmdate,hasdrc,rnai,protacxn,acname,acqualifier,acvalue,aidsrcname,aidname,cmpdname,targetname,targeturl,ecs,repacxn,taxid,cellids,targettaxid
380609949,Active,1804021,434147935,132077943,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 29",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380609950,Active,1804021,434147919,132078150,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 2",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380609951,Active,1804021,434147962,132078163,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 41",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380609952,Active,1804021,434147927,132078014,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 21",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380609954,Active,1804021,434147932,132077942,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 26",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380609955,Active,1804021,434147964,132078164,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 47",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380609956,Active,1804021,434147946,132078177,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 46",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380609957,Active,1804021,434147928,132078167,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 22",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380609958,Active,1804021,434147929,138622405,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 23",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380609959,Active,1804021,434147924,132077957,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 18",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380609960,Active,1804021,434147934,132078061,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 28",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380609961,Active,1804021,434147954,132078137,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 10",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380609962,Active,1804021,434147922,138622493,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 16",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380609963,Active,1804021,434147943,132078009,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 42",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380609964,Active,1804021,434147961,132078024,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 37",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380610012,Active,1804021,434147918,132077976,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 1",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380610013,Active,1804021,434147952,132078010,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 8",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380610014,Active,1804021,434147955,132078139,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 11",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380610015,Active,1804021,434147942,138622484,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 40",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380610016,Active,1804021,434147968,138622485,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 51",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380610017,Active,1804021,434147939,132077967,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 36",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380610018,Active,1804021,434147960,132077965,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 35",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380610019,Active,1804021,434147940,132078025,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 38",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380610020,Active,1804021,434147921,132078096,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 14",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380610021,Active,1804021,434147957,132078161,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 15",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380610022,Active,1804021,434147937,132077962,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 31",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380610023,Active,1804021,434147951,132078071,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 7",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380610024,Active,1804021,434147953,132078142,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 9",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380610026,Active,1804021,434147948,132078013,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 4",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380610027,Active,1804021,434147931,132077975,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 25",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380610028,Active,1804021,434147933,132078018,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 27",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611049,Active,1804018,434147905,18986231,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.324,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',7-chloro-6-fluoro-1H-indole,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611050,Active,1804018,434147916,121393637,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.722,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',"US10508102, Example II-7",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611051,Active,1804018,434147913,121393634,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.867,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',"US10508102, Example II-4",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611052,Active,1804018,434147915,121393636,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.822,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',"US10508102, Example II-6",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611054,Active,1804018,434147904,121393627,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.0866,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',"(R)-5-((7-chloro-6-fluoro-1H-indol-3-yl)methyl)-3-methylimidazolidine-2,4-dione",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611055,Active,1804018,434147904,121393627,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.0866,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',"(R)-5-((7-chloro-6-fluoro-1H-indol-3-yl)methyl)-3-methylimidazolidine-2,4-dione",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611056,Active,1804018,434147914,121393670,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.892,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',"US10508102, Example II-5",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611057,Active,1804018,434147912,121393678,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.426,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',"US10508102, Example II-3",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611059,Active,1804018,434147911,121393641,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.895,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',"US10508102, Example II-2",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611060,Active,1804018,434147908,121401388,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,8.33,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',(2S)-2-acetamido-3-(7-chloro-6-fluoro-1H-indol-3-yl)propanoic acid,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611066,Active,1804017,434147910,121393669,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.159,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',"US10508102, Example II-1",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611067,Active,1804017,434147911,121393641,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.041,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',"US10508102, Example II-2",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611068,Active,1804017,434147916,121393637,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.121,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',"US10508102, Example II-7",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611070,Active,1804017,434147912,121393678,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.089,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',"US10508102, Example II-3",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611071,Active,1804017,434147908,121401388,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,2.33,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',(2S)-2-acetamido-3-(7-chloro-6-fluoro-1H-indol-3-yl)propanoic acid,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611073,Active,1804017,434147914,121393670,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.235,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',"US10508102, Example II-5",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611074,Active,1804017,434147904,121393627,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.0268,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',"(R)-5-((7-chloro-6-fluoro-1H-indol-3-yl)methyl)-3-methylimidazolidine-2,4-dione",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611075,Active,1804017,434147904,121393627,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.0268,BindingDB,Cellular Necrosis Inhibition Activity from US Patent US10508102: 'Inhibitors of cellular necrosis and related methods',"(R)-5-((7-chloro-6-fluoro-1H-indol-3-yl)methyl)-3-methylimidazolidine-2,4-dione",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611620,Active,1804021,434147958,154702267,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 33",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611621,Active,1804021,434147936,132078076,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 30",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611622,Active,1804021,434147959,132078147,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 34",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611623,Active,1804021,434147967,137246172,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,NULL,0.055,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 50",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611624,Active,1804021,434147947,132077950,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 3",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380611625,Active,1804021,434147925,138622401,7124,NULL,Confirmatory,20230307,0,0,P01375,EC50,<,0.01,BindingDB,TNF-alpha inducing NF-kappaB reporter from US Patent US10508103: 'Benzimidazole-linked indole compound acting as novel divalent IAP antagonist',"US10508103, Embodiment 19",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380945219,Active,1805779,459628728,160748218,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,0.102,BindingDB,"In Vitro Comparison of the Effect of Corticosteroids, a ROCK Kinase and Compounds of the Invention on the Inhibition of ROCK-1 Kinase, ROCK-2 Kinase, and TNF-alpha from US Patent US11059789: 'Isoquinoline-steroid conjugates and uses thereof'","US11059789, Example 91",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380945220,Active,1805779,459628732,146436152,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,0.0045,BindingDB,"In Vitro Comparison of the Effect of Corticosteroids, a ROCK Kinase and Compounds of the Invention on the Inhibition of ROCK-1 Kinase, ROCK-2 Kinase, and TNF-alpha from US Patent US11059789: 'Isoquinoline-steroid conjugates and uses thereof'","US11059789, Example 23",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380945221,Active,1805779,459628725,146440332,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,0.429,BindingDB,"In Vitro Comparison of the Effect of Corticosteroids, a ROCK Kinase and Compounds of the Invention on the Inhibition of ROCK-1 Kinase, ROCK-2 Kinase, and TNF-alpha from US Patent US11059789: 'Isoquinoline-steroid conjugates and uses thereof'","US11059789, Example 11",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380945222,Active,1805779,459628733,146440333,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,0.227,BindingDB,"In Vitro Comparison of the Effect of Corticosteroids, a ROCK Kinase and Compounds of the Invention on the Inhibition of ROCK-1 Kinase, ROCK-2 Kinase, and TNF-alpha from US Patent US11059789: 'Isoquinoline-steroid conjugates and uses thereof'","US11059789, Example 26",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380945223,Active,1805779,459628737,146440439,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,3.1,BindingDB,"In Vitro Comparison of the Effect of Corticosteroids, a ROCK Kinase and Compounds of the Invention on the Inhibition of ROCK-1 Kinase, ROCK-2 Kinase, and TNF-alpha from US Patent US11059789: 'Isoquinoline-steroid conjugates and uses thereof'","US11059789, Example 37",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380945224,Active,1805779,459628730,146436251,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,0.144,BindingDB,"In Vitro Comparison of the Effect of Corticosteroids, a ROCK Kinase and Compounds of the Invention on the Inhibition of ROCK-1 Kinase, ROCK-2 Kinase, and TNF-alpha from US Patent US11059789: 'Isoquinoline-steroid conjugates and uses thereof'","US11059789, Example 20",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380945623,Active,1805779,459628735,146436163,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,0.071,BindingDB,"In Vitro Comparison of the Effect of Corticosteroids, a ROCK Kinase and Compounds of the Invention on the Inhibition of ROCK-1 Kinase, ROCK-2 Kinase, and TNF-alpha from US Patent US11059789: 'Isoquinoline-steroid conjugates and uses thereof'","US11059789, Example 29",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380945624,Active,1805779,459628727,146436145,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,0.62,BindingDB,"In Vitro Comparison of the Effect of Corticosteroids, a ROCK Kinase and Compounds of the Invention on the Inhibition of ROCK-1 Kinase, ROCK-2 Kinase, and TNF-alpha from US Patent US11059789: 'Isoquinoline-steroid conjugates and uses thereof'","US11059789, Example 14",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380945625,Active,1805779,459628726,146436258,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,0.0905,BindingDB,"In Vitro Comparison of the Effect of Corticosteroids, a ROCK Kinase and Compounds of the Invention on the Inhibition of ROCK-1 Kinase, ROCK-2 Kinase, and TNF-alpha from US Patent US11059789: 'Isoquinoline-steroid conjugates and uses thereof'","US11059789, Example 12",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380945626,Active,1805779,459628734,146436220,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,0.0155,BindingDB,"In Vitro Comparison of the Effect of Corticosteroids, a ROCK Kinase and Compounds of the Invention on the Inhibition of ROCK-1 Kinase, ROCK-2 Kinase, and TNF-alpha from US Patent US11059789: 'Isoquinoline-steroid conjugates and uses thereof'","US11059789, Example 28",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380945627,Active,1805779,459628736,146436319,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,5.465,BindingDB,"In Vitro Comparison of the Effect of Corticosteroids, a ROCK Kinase and Compounds of the Invention on the Inhibition of ROCK-1 Kinase, ROCK-2 Kinase, and TNF-alpha from US Patent US11059789: 'Isoquinoline-steroid conjugates and uses thereof'","US11059789, Example 31",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380945791,Active,1805779,459628731,146436178,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,1.65,BindingDB,"In Vitro Comparison of the Effect of Corticosteroids, a ROCK Kinase and Compounds of the Invention on the Inhibition of ROCK-1 Kinase, ROCK-2 Kinase, and TNF-alpha from US Patent US11059789: 'Isoquinoline-steroid conjugates and uses thereof'","US11059789, Example 21",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380945792,Active,1805779,459628729,146423357,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,0.3,BindingDB,"In Vitro Comparison of the Effect of Corticosteroids, a ROCK Kinase and Compounds of the Invention on the Inhibition of ROCK-1 Kinase, ROCK-2 Kinase, and TNF-alpha from US Patent US11059789: 'Isoquinoline-steroid conjugates and uses thereof'","US11059789, Example 90",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
380945956,Active,1805779,459628724,146436330,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,0.23,BindingDB,"In Vitro Comparison of the Effect of Corticosteroids, a ROCK Kinase and Compounds of the Invention on the Inhibition of ROCK-1 Kinase, ROCK-2 Kinase, and TNF-alpha from US Patent US11059789: 'Isoquinoline-steroid conjugates and uses thereof'","US11059789, Example 4",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
381121611,Active,1806616,471699365,138490442,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,0.3,BindingDB,TNF-alpha RELEASE from US Patent US11365204: 'Substituted dihydrothienopyrimidines and their use as phosphodiesterase inhibitors',"[1-[4-[(1-Acetylpiperidin-4-yl)amino]-5-oxo-6,7-dihydrothieno[3,2-d]pyrimidin-2-yl]azetidin-3-yl] oxane-4-carboxylate",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
381121613,Active,1806616,471699305,150441198,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,NULL,0.3,BindingDB,TNF-alpha RELEASE from US Patent US11365204: 'Substituted dihydrothienopyrimidines and their use as phosphodiesterase inhibitors',"[1-[4-[Methyl(oxan-4-yl)amino]-5-oxo-6,7-dihydrothieno[3,2-d]pyrimidin-2-yl]azetidin-3-yl] 3-methoxypropanoate",TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
381121615,Active,1806616,471699297,165112640,7124,NULL,Confirmatory,20230307,0,0,P01375,IC50,<,0.1,BindingDB,TNF-alpha RELEASE from US Patent US11365204: 'Substituted dihydrothienopyrimidines and their use as phosphodiesterase inhibitors',NULL,TNF - tumor necrosis factor (human),/gene/7124,NULL,P01375,9606,NULL,NULL
